"Station Name","KINGSTON CLIMATE"
"Province","ONTARIO"
"Latitude","44.22"
"Longitude","-76.60"
"Elevation","93.00"
"Climate Identifier","6104142"
"WMO Identifier","71820"
"TC Identifier","TKG"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2016-04-01 00:00","2016","04","01","00:00","11.3","","9.6","","89","","24","","25","","","","98.58","","","","","","NA"
"2016-04-01 01:00","2016","04","01","01:00","11.6","","10.1","","90","","24","","27","","","","98.55","","","","","","NA"
"2016-04-01 02:00","2016","04","01","02:00","9.0","","6.7","","85","","20","","27","","","","98.49","","","","","","NA"
"2016-04-01 03:00","2016","04","01","03:00","11.6","","9.8","","89","","22","","27","","","","98.55","","","","","","NA"
"2016-04-01 04:00","2016","04","01","04:00","10.7","","8.8","","88","","23","","22","","","","98.57","","","","","","NA"
"2016-04-01 05:00","2016","04","01","05:00","8.7","","7.4","","91","","23","","14","","","","98.61","","","","","","NA"
"2016-04-01 06:00","2016","04","01","06:00","9.2","","7.8","","91","","21","","12","","","","98.59","","","","","","NA"
"2016-04-01 07:00","2016","04","01","07:00","7.3","","6.3","","94","","22","","6","","","","98.61","","","","","","NA"
"2016-04-01 08:00","2016","04","01","08:00","8.3","","6.8","","90","","25","","12","","","","98.65","","","","","","NA"
"2016-04-01 09:00","2016","04","01","09:00","10.1","","8.0","","87","","23","","16","","","","98.65","","","","","","NA"
"2016-04-01 10:00","2016","04","01","10:00","10.2","","6.9","","80","","23","","20","","","","98.66","","","","","","NA"
"2016-04-01 11:00","2016","04","01","11:00","11.5","","7.0","","74","","23","","25","","","","98.62","","","","","","NA"
"2016-04-01 12:00","2016","04","01","12:00","10.5","","4.7","","67","","24","","30","","","","98.64","","","","","","NA"
"2016-04-01 13:00","2016","04","01","13:00","9.2","","5.0","","75","","24","","24","","","","98.69","","","","","","NA"
"2016-04-01 14:00","2016","04","01","14:00","9.7","","4.5","","70","","26","","21","","","","98.78","","","","","","NA"
"2016-04-01 15:00","2016","04","01","15:00","8.9","","3.5","","69","","26","","24","","","","98.81","","","","","","NA"
"2016-04-01 16:00","2016","04","01","16:00","8.4","","2.6","","67","","27","","23","","","","98.88","","","","","","NA"
"2016-04-01 17:00","2016","04","01","17:00","8.0","","2.8","","70","","24","","22","","","","98.98","","","","","","NA"
"2016-04-01 18:00","2016","04","01","18:00","6.2","","2.8","","79","","23","","27","","","","99.16","","","","","","NA"
"2016-04-01 19:00","2016","04","01","19:00","5.4","","2.2","","80","","23","","19","","","","99.22","","","","","","NA"
"2016-04-01 20:00","2016","04","01","20:00","6.1","","1.0","","70","","28","","20","","","","99.31","","","","","","NA"
"2016-04-01 21:00","2016","04","01","21:00","4.8","","-0.5","","69","","28","","19","","","","99.41","","","","","","NA"
"2016-04-01 22:00","2016","04","01","22:00","3.3","","-1.0","","74","","28","","10","","","","99.40","","","","","","NA"
"2016-04-01 23:00","2016","04","01","23:00","2.4","","-1.2","","77","","25","","6","","","","99.36","","","","","","NA"
"2016-04-02 00:00","2016","04","02","00:00","1.8","","-0.9","","82","","21","","9","","","","99.40","","","","","","NA"
"2016-04-02 01:00","2016","04","02","01:00","1.5","","-1.0","","83","","22","","6","","","","99.29","","","","","","NA"
"2016-04-02 02:00","2016","04","02","02:00","1.2","","-0.9","","86","","19","","10","","","","99.20","","","","","","NA"
"2016-04-02 03:00","2016","04","02","03:00","2.0","","0.6","","91","","17","","10","","","","99.14","","","","","","NA"
"2016-04-02 04:00","2016","04","02","04:00","1.2","","0.4","","94","","19","","8","","","","99.05","","","","","","NA"
"2016-04-02 05:00","2016","04","02","05:00","1.9","","1.0","","94","","15","","7","","","","98.88","","","","","","NA"
"2016-04-02 06:00","2016","04","02","06:00","2.9","","1.6","","91","","16","","20","","","","98.79","","","","","","NA"
"2016-04-02 07:00","2016","04","02","07:00","3.7","","1.4","","85","","17","","27","","","","98.74","","","","","","NA"
"2016-04-02 08:00","2016","04","02","08:00","4.1","","1.9","","86","","17","","26","","","","98.62","","","","","","NA"
"2016-04-02 09:00","2016","04","02","09:00","4.8","","2.3","","84","","24","","27","","","","98.60","","","","","","NA"
"2016-04-02 10:00","2016","04","02","10:00","3.7","","-0.1","","76","","26","","17","","","","98.64","","","","","","NA"
"2016-04-02 11:00","2016","04","02","11:00","5.8","","-2.1","","57","","26","","29","","","","98.60","","","","","","NA"
"2016-04-02 12:00","2016","04","02","12:00","5.4","","-3.7","","52","","26","","30","","","","98.57","","","","","","NA"
"2016-04-02 13:00","2016","04","02","13:00","5.2","","-5.8","","45","","26","","28","","","","98.54","","","","","","NA"
"2016-04-02 14:00","2016","04","02","14:00","4.5","","-2.1","","62","","24","","21","","","","98.51","","","","","","NA"
"2016-04-02 15:00","2016","04","02","15:00","5.1","","-1.8","","61","","23","","26","","","","98.47","","","","","","NA"
"2016-04-02 16:00","2016","04","02","16:00","4.8","","-3.2","","56","","23","","21","","","","98.45","","","","","","NA"
"2016-04-02 17:00","2016","04","02","17:00","4.6","","-4.0","","54","","24","","12","","","","98.40","","","","","","NA"
"2016-04-02 18:00","2016","04","02","18:00","4.1","","-4.0","","56","","25","","16","","","","98.46","","","","","","NA"
"2016-04-02 19:00","2016","04","02","19:00","3.4","","-6.7","","48","","32","","14","","","","98.43","","","","","","NA"
"2016-04-02 20:00","2016","04","02","20:00","2.9","","-7.1","","48","","0","","1","","","","98.46","","","","","","NA"
"2016-04-02 21:00","2016","04","02","21:00","2.2","","-5.9","","55","","34","","13","","","","98.48","","","","","","NA"
"2016-04-02 22:00","2016","04","02","22:00","0.5","","-6.3","","61","","1","","23","","","","98.54","","","","","","NA"
"2016-04-02 23:00","2016","04","02","23:00","-0.3","","-8.1","","55","","36","","23","","","","98.61","","","","-6","","NA"
"2016-04-03 00:00","2016","04","03","00:00","-0.9","","-8.9","","55","","36","","24","","","","98.69","","","","-7","","NA"
"2016-04-03 01:00","2016","04","03","01:00","-1.5","","-9.9","","53","","1","","20","","","","98.76","","","","-7","","NA"
"2016-04-03 02:00","2016","04","03","02:00","-2.1","","-10.0","","55","","1","","15","","","","98.82","","","","-7","","NA"
"2016-04-03 03:00","2016","04","03","03:00","-2.7","","-9.8","","58","","34","","19","","","","98.94","","","","-8","","NA"
"2016-04-03 04:00","2016","04","03","04:00"
"2016-04-03 05:00","2016","04","03","05:00"
"2016-04-03 06:00","2016","04","03","06:00"
"2016-04-03 07:00","2016","04","03","07:00"
"2016-04-03 08:00","2016","04","03","08:00"
"2016-04-03 09:00","2016","04","03","09:00"
"2016-04-03 10:00","2016","04","03","10:00"
"2016-04-03 11:00","2016","04","03","11:00","-4.1","","-14.3","","45","","28","","28","","","","100.02","","","","-12","","NA"
"2016-04-03 12:00","2016","04","03","12:00","-4.3","","-16.6","","38","","31","","29","","","","100.07","","","","-12","","NA"
"2016-04-03 13:00","2016","04","03","13:00","-3.5","","-15.3","","40","","27","","31","","","","100.11","","","","-11","","NA"
"2016-04-03 14:00","2016","04","03","14:00","-3.5","","-17.4","","33","","27","","28","","","","100.13","","","","-11","","NA"
"2016-04-03 15:00","2016","04","03","15:00","-2.7","","-17.4","","31","","28","","24","","","","100.18","","","","-9","","NA"
"2016-04-03 16:00","2016","04","03","16:00","-2.3","","-18.1","","29","","28","","24","","","","100.20","","","","-9","","NA"
"2016-04-03 17:00","2016","04","03","17:00","-2.8","","-16.4","","34","","26","","25","","","","100.22","","","","-10","","NA"
"2016-04-03 18:00","2016","04","03","18:00","-3.2","","-15.1","","39","","26","","20","","","","100.26","","","","-9","","NA"
"2016-04-03 19:00","2016","04","03","19:00","-3.2","","-15.5","","38","","27","","17","","","","100.34","","","","-9","","NA"
"2016-04-03 20:00","2016","04","03","20:00","-3.2","","-15.2","","39","","27","","14","","","","100.43","","","","-8","","NA"
"2016-04-03 21:00","2016","04","03","21:00","-3.2","","-15.0","","40","","31","","12","","","","100.49","","","","-8","","NA"
"2016-04-03 22:00","2016","04","03","22:00","-3.7","","-13.8","","45","","29","","14","","","","100.48","","","","-9","","NA"
"2016-04-03 23:00","2016","04","03","23:00","-4.4","","-11.6","","57","","32","","7","","","","100.42","","","","-8","","NA"
"2016-04-04 00:00","2016","04","04","00:00","-4.5","","-13.2","","50","","3","","9","","","","100.37","","","","-8","","NA"
"2016-04-04 01:00","2016","04","04","01:00","-5.8","","-12.6","","58","","5","","25","","","","100.36","","","","-13","","NA"
"2016-04-04 02:00","2016","04","04","02:00","-7.0","","-10.3","","77","","5","","22","","","","100.38","","","","-14","","NA"
"2016-04-04 03:00","2016","04","04","03:00","-7.6","","-9.9","","83","","5","","21","","","","100.34","","","","-15","","NA"
"2016-04-04 04:00","2016","04","04","04:00","-7.5","","-10.0","","82","","5","","21","","","","100.34","","","","-15","","NA"
"2016-04-04 05:00","2016","04","04","05:00","-7.5","","-10.3","","80","","5","","26","","","","100.33","","","","-16","","NA"
"2016-04-04 06:00","2016","04","04","06:00","-7.5","","-10.4","","79","","4","","26","","","","100.38","","","","-16","","NA"
"2016-04-04 07:00","2016","04","04","07:00","-7.6","","-10.9","","77","","5","","27","","","","100.39","","","","-16","","NA"
"2016-04-04 08:00","2016","04","04","08:00","-6.9","","-11.7","","68","","4","","26","","","","100.41","","","","-15","","NA"
"2016-04-04 09:00","2016","04","04","09:00","-6.3","","-11.2","","68","","3","","26","","","","100.46","","","","-14","","NA"
"2016-04-04 10:00","2016","04","04","10:00","-5.8","","-11.6","","63","","4","","32","","","","100.51","","","","-14","","NA"
"2016-04-04 11:00","2016","04","04","11:00","-4.6","","-11.6","","58","","4","","30","","","","100.53","","","","-12","","NA"
"2016-04-04 12:00","2016","04","04","12:00","-3.4","","-11.4","","54","","1","","31","","","","100.52","","","","-11","","NA"
"2016-04-04 13:00","2016","04","04","13:00","-2.7","","-13.1","","45","","2","","26","","","","100.54","","","","-10","","NA"
"2016-04-04 14:00","2016","04","04","14:00","-1.9","","-13.0","","42","","2","","23","","","","100.60","","","","-8","","NA"
"2016-04-04 15:00","2016","04","04","15:00","-1.8","","-16.5","","31","","2","","24","","","","100.63","","","","-8","","NA"
"2016-04-04 16:00","2016","04","04","16:00","-1.1","","-14.2","","36","","36","","19","","","","100.68","","","","-6","","NA"
"2016-04-04 17:00","2016","04","04","17:00","-1.5","","-16.3","","31","","3","","19","","","","100.73","","","","-7","","NA"
"2016-04-04 18:00","2016","04","04","18:00","-2.0","","-17.6","","29","","2","","14","","","","100.83","","","","-7","","NA"
"2016-04-04 19:00","2016","04","04","19:00","-3.1","","-17.4","","32","","2","","9","","","","100.93","","","","-7","","NA"
