"Station Name","KINGSTON CLIMATE"
"Province","ONTARIO"
"Latitude","44.22"
"Longitude","-76.60"
"Elevation","93.00"
"Climate Identifier","6104142"
"WMO Identifier","71820"
"TC Identifier","TKG"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2016-09-01 00:00","2016","09","01","00:00","16.0","","10.9","","72","","35","","12","","","","100.19","","","","","","NA"
"2016-09-01 01:00","2016","09","01","01:00","14.9","","10.7","","76","","34","","10","","","","100.18","","","","","","NA"
"2016-09-01 02:00","2016","09","01","02:00","14.2","","11.0","","81","","33","","12","","","","100.18","","","","","","NA"
"2016-09-01 03:00","2016","09","01","03:00","14.2","","11.1","","82","","34","","14","","","","100.18","","","","","","NA"
"2016-09-01 04:00","2016","09","01","04:00","13.4","","10.8","","84","","34","","12","","","","100.21","","","","","","NA"
"2016-09-01 05:00","2016","09","01","05:00","13.4","","11.0","","85","","34","","14","","","","100.23","","","","","","NA"
"2016-09-01 06:00","2016","09","01","06:00","13.6","","11.2","","86","","35","","15","","","","100.31","","","","","","NA"
"2016-09-01 07:00","2016","09","01","07:00","15.7","","12.2","","80","","35","","11","","","","100.35","","","","","","NA"
"2016-09-01 08:00","2016","09","01","08:00","18.0","","13.3","","74","","36","","17","","","","100.35","","","","","","NA"
"2016-09-01 09:00","2016","09","01","09:00","19.3","","13.3","","68","","1","","14","","","","100.40","","","","","","NA"
"2016-09-01 10:00","2016","09","01","10:00","20.7","","13.3","","63","","3","","14","","","","100.42","","","","","","NA"
"2016-09-01 11:00","2016","09","01","11:00","19.9","","12.7","","63","","35","","13","","","","100.42","","","","","","NA"
"2016-09-01 12:00","2016","09","01","12:00","20.0","","12.6","","62","","35","","15","","","","100.42","","","","","","NA"
"2016-09-01 13:00","2016","09","01","13:00","21.8","","11.8","","53","","34","","16","","","","100.45","","","","","","NA"
"2016-09-01 14:00","2016","09","01","14:00","21.0","","12.6","","59","","33","","17","","","","100.45","","","","","","NA"
"2016-09-01 15:00","2016","09","01","15:00","21.4","","12.8","","58","","34","","16","","","","100.43","","","","","","NA"
"2016-09-01 16:00","2016","09","01","16:00","21.5","","11.9","","54","","32","","15","","","","100.43","","","","","","NA"
"2016-09-01 17:00","2016","09","01","17:00","20.6","","12.8","","61","","32","","18","","","","100.47","","","","","","NA"
"2016-09-01 18:00","2016","09","01","18:00","19.8","","13.0","","65","","33","","17","","","","100.51","","","","","","NA"
"2016-09-01 19:00","2016","09","01","19:00","18.0","","14.1","","78","","33","","21","","","","100.61","","","","","","NA"
"2016-09-01 20:00","2016","09","01","20:00","17.4","","14.2","","81","","34","","16","","","","100.68","","","","","","NA"
"2016-09-01 21:00","2016","09","01","21:00","17.3","","14.4","","83","","34","","14","","","","100.74","","","","","","NA"
"2016-09-01 22:00","2016","09","01","22:00","16.0","","13.7","","86","","33","","15","","","","100.74","","","","","","NA"
"2016-09-01 23:00","2016","09","01","23:00","15.5","","12.8","","84","","34","","18","","","","100.77","","","","","","NA"
"2016-09-02 00:00","2016","09","02","00:00","14.6","","11.9","","84","","34","","17","","","","100.81","","","","","","NA"
"2016-09-02 01:00","2016","09","02","01:00","14.5","","11.0","","79","","34","","19","","","","100.81","","","","","","NA"
"2016-09-02 02:00","2016","09","02","02:00","14.0","","10.6","","80","","35","","14","","","","100.81","","","","","","NA"
"2016-09-02 03:00","2016","09","02","03:00","14.0","","10.2","","78","","36","","15","","","","100.83","","","","","","NA"
"2016-09-02 04:00","2016","09","02","04:00","14.2","","10.1","","77","","36","","17","","","","100.88","","","","","","NA"
"2016-09-02 05:00","2016","09","02","05:00","13.4","","9.9","","79","","36","","15","","","","100.96","","","","","","NA"
"2016-09-02 06:00","2016","09","02","06:00","13.3","","9.8","","79","","36","","14","","","","101.03","","","","","","NA"
"2016-09-02 07:00","2016","09","02","07:00","14.8","","9.8","","72","","1","","24","","","","101.10","","","","","","NA"
"2016-09-02 08:00","2016","09","02","08:00","16.1","","10.0","","67","","1","","19","","","","101.16","","","","","","NA"
"2016-09-02 09:00","2016","09","02","09:00","17.7","","10.0","","60","","3","","20","","","","101.15","","","","","","NA"
"2016-09-02 10:00","2016","09","02","10:00","18.9","","10.9","","60","","1","","14","","","","101.19","","","","","","NA"
"2016-09-02 11:00","2016","09","02","11:00","19.9","","10.9","","56","","36","","18","","","","101.20","","","","","","NA"
"2016-09-02 12:00","2016","09","02","12:00","20.7","","11.3","","55","","2","","15","","","","101.17","","","","","","NA"
"2016-09-02 13:00","2016","09","02","13:00","20.9","","9.9","","49","","36","","10","","","","101.15","","","","","","NA"
"2016-09-02 14:00","2016","09","02","14:00","21.5","","8.0","","42","","33","","14","","","","101.15","","","","","","NA"
"2016-09-02 15:00","2016","09","02","15:00","21.8","","8.6","","43","","34","","14","","","","101.14","","","","","","NA"
"2016-09-02 16:00","2016","09","02","16:00","21.7","","8.6","","43","","33","","13","","","","101.14","","","","","","NA"
"2016-09-02 17:00","2016","09","02","17:00","21.0","","9.2","","47","","34","","13","","","","101.14","","","","","","NA"
"2016-09-02 18:00","2016","09","02","18:00","19.9","","8.6","","48","","36","","13","","","","101.15","","","","","","NA"
"2016-09-02 19:00","2016","09","02","19:00","17.8","","8.6","","55","","1","","10","","","","101.16","","","","","","NA"
"2016-09-02 20:00","2016","09","02","20:00","16.9","","8.5","","58","","3","","7","","","","101.21","","","","","","NA"
"2016-09-02 21:00","2016","09","02","21:00","16.1","","8.5","","61","","3","","6","","","","101.24","","","","","","NA"
"2016-09-02 22:00","2016","09","02","22:00","13.7","","9.5","","76","","1","","5","","","","101.27","","","","","","NA"
"2016-09-02 23:00","2016","09","02","23:00","11.7","","9.7","","88","","34","","7","","","","101.27","","","","","","NA"
"2016-09-03 00:00","2016","09","03","00:00","10.0","","8.6","","91","","35","","10","","","","101.29","","","","","","NA"
"2016-09-03 01:00","2016","09","03","01:00","9.3","","7.9","","91","","34","","9","","","","101.30","","","","","","NA"
"2016-09-03 02:00","2016","09","03","02:00","8.8","","7.5","","91","","34","","10","","","","101.33","","","","","","NA"
"2016-09-03 03:00","2016","09","03","03:00","9.0","","7.6","","91","","34","","9","","","","101.37","","","","","","NA"
"2016-09-03 04:00","2016","09","03","04:00","8.6","","7.3","","92","","34","","13","","","","101.38","","","","","","NA"
"2016-09-03 05:00","2016","09","03","05:00","8.4","","7.3","","93","","34","","13","","","","101.38","","","","","","NA"
"2016-09-03 06:00","2016","09","03","06:00","8.5","","7.6","","94","","34","","13","","","","101.38","","","","","","NA"
"2016-09-03 07:00","2016","09","03","07:00","12.1","","10.6","","91","","1","","7","","","","101.39","","","","","","NA"
"2016-09-03 08:00","2016","09","03","08:00","15.7","","11.0","","73","","4","","10","","","","101.41","","","","","","NA"
"2016-09-03 09:00","2016","09","03","09:00","17.4","","10.4","","63","","5","","8","","","","101.43","","","","","","NA"
"2016-09-03 10:00","2016","09","03","10:00","18.9","","11.2","","61","","7","","11","","","","101.41","","","","","","NA"
"2016-09-03 11:00","2016","09","03","11:00","19.8","","11.0","","57","","3","","9","","","","101.38","","","","","","NA"
"2016-09-03 12:00","2016","09","03","12:00","20.6","","10.4","","52","","3","","9","","","","101.35","","","","","","NA"
"2016-09-03 13:00","2016","09","03","13:00","21.4","","9.5","","47","","5","","12","","","","101.32","","","","","","NA"
"2016-09-03 14:00","2016","09","03","14:00","21.8","","12.4","","55","","20","","12","","","","101.27","","","","","","NA"
"2016-09-03 15:00","2016","09","03","15:00","22.2","","11.6","","51","","17","","12","","","","101.20","","","","","","NA"
"2016-09-03 16:00","2016","09","03","16:00","22.3","","10.8","","48","","16","","9","","","","101.14","","","","","","NA"
"2016-09-03 17:00","2016","09","03","17:00","22.1","","12.3","","54","","19","","8","","","","101.14","","25","","","","NA"
"2016-09-03 18:00","2016","09","03","18:00","20.2","","12.6","","62","","19","","9","","","","101.14","","","","","","NA"
"2016-09-03 19:00","2016","09","03","19:00","18.2","","12.5","","69","","24","","4","","","","101.16","","","","","","NA"
"2016-09-03 20:00","2016","09","03","20:00","16.1","","12.6","","80","","35","","7","","","","101.20","","","","","","NA"
"2016-09-03 21:00","2016","09","03","21:00","13.9","","11.2","","84","","33","","10","","","","101.21","","","","","","NA"
"2016-09-03 22:00","2016","09","03","22:00","13.0","","10.2","","83","","34","","11","","","","101.24","","","","","","NA"
"2016-09-03 23:00","2016","09","03","23:00","12.6","","10.0","","84","","33","","12","","","","101.25","","","","","","NA"
"2016-09-04 00:00","2016","09","04","00:00","11.5","","9.4","","86","","34","","12","","","","101.25","","","","","","NA"
"2016-09-04 01:00","2016","09","04","01:00","11.8","","9.8","","88","","34","","13","","","","101.27","","","","","","NA"
"2016-09-04 02:00","2016","09","04","02:00","11.3","","9.2","","87","","34","","10","","","","101.27","","","","","","NA"
"2016-09-04 03:00","2016","09","04","03:00","11.4","","9.6","","89","","35","","8","","","","101.27","","","","","","NA"
"2016-09-04 04:00","2016","09","04","04:00","9.6","","8.3","","92","","34","","10","","","","101.31","","","","","","NA"
"2016-09-04 05:00","2016","09","04","05:00","9.8","","8.4","","91","","34","","9","","","","101.33","","","","","","NA"
"2016-09-04 06:00","2016","09","04","06:00","9.7","","8.7","","93","","1","","5","","","","101.38","","","","","","NA"
"2016-09-04 07:00","2016","09","04","07:00","14.2","","12.7","","91","","5","","3","","","","101.42","","","","","","NA"
"2016-09-04 08:00","2016","09","04","08:00","18.0","","13.3","","74","","4","","7","","","","101.46","","","","","","NA"
"2016-09-04 09:00","2016","09","04","09:00","20.4","","13.2","","63","","6","","4","","","","101.48","","","","","","NA"
"2016-09-04 10:00","2016","09","04","10:00","21.3","","13.9","","62","","14","","7","","","","101.49","","25","","","","NA"
"2016-09-04 11:00","2016","09","04","11:00","21.3","","14.4","","65","","16","","10","","","","101.48","","25","","","","NA"
"2016-09-04 12:00","2016","09","04","12:00","22.7","","14.4","","59","","16","","12","","","","101.44","","26","","","","NA"
"2016-09-04 13:00","2016","09","04","13:00","22.8","","16.5","","68","","17","","13","","","","101.40","","28","","","","NA"
"2016-09-04 14:00","2016","09","04","14:00","22.9","","14.2","","58","","18","","16","","","","101.37","","26","","","","NA"
"2016-09-04 15:00","2016","09","04","15:00","22.6","","14.0","","58","","19","","15","","","","101.35","","26","","","","NA"
