"Station Name","KINGSTON CLIMATE"
"Province","ONTARIO"
"Latitude","44.22"
"Longitude","-76.60"
"Elevation","93.00"
"Climate Identifier","6104142"
"WMO Identifier","71820"
"TC Identifier","TKG"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2016-01-01 00:00","2016","01","01","00:00","0.9","","-3.7","","71","","26","","20","","","","100.48","","","","","","NA"
"2016-01-01 01:00","2016","01","01","01:00","0.7","","-3.5","","73","","26","","16","","","","100.43","","","","","","NA"
"2016-01-01 02:00","2016","01","01","02:00","0.0","","-2.9","","81","","25","","24","","","","100.43","","","","-6","","NA"
"2016-01-01 03:00","2016","01","01","03:00","-0.4","","-3.1","","82","","26","","15","","","","100.41","","","","-5","","NA"
"2016-01-01 04:00","2016","01","01","04:00","-0.3","","-3.5","","79","","26","","16","","","","100.35","","","","-5","","NA"
"2016-01-01 05:00","2016","01","01","05:00","-0.7","","-3.5","","81","","26","","17","","","","100.31","","","","-6","","NA"
"2016-01-01 06:00","2016","01","01","06:00","-0.7","","-3.6","","81","","26","","18","","","","100.26","","","","-6","","NA"
"2016-01-01 07:00","2016","01","01","07:00","-0.5","","-3.6","","79","","26","","15","","","","100.25","","","","-5","","NA"
"2016-01-01 08:00","2016","01","01","08:00","-0.1","","-4.2","","74","","27","","16","","","","100.24","","","","-5","","NA"
"2016-01-01 09:00","2016","01","01","09:00","0.0","","-4.4","","72","","26","","17","","","","100.25","","","","-5","","NA"
"2016-01-01 10:00","2016","01","01","10:00","-0.3","","-4.3","","74","","25","","20","","","","100.24","","","","-6","","NA"
"2016-01-01 11:00","2016","01","01","11:00","-0.6","","-3.8","","79","","26","","20","","","","100.21","","","","-6","","NA"
"2016-01-01 12:00","2016","01","01","12:00","-0.1","","-3.9","","76","","25","","22","","","","100.13","","","","-6","","NA"
"2016-01-01 13:00","2016","01","01","13:00","0.6","","-5.3","","65","","25","","21","","","","100.02","","","","","","NA"
"2016-01-01 14:00","2016","01","01","14:00","0.6","","-7.2","","56","","25","","26","","","","100.01","","","","","","NA"
"2016-01-01 15:00","2016","01","01","15:00","0.1","","-8.7","","51","","27","","26","","","","100.03","","","","","","NA"
