"Station Name","KINGSTON CLIMATE"
"Province","ONTARIO"
"Latitude","44.22"
"Longitude","-76.60"
"Elevation","93.00"
"Climate Identifier","6104142"
"WMO Identifier","71820"
"TC Identifier","TKG"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2017-02-01 00:00","2017","02","01","00:00","-6.9","","-8.4","","89","","4","","14","","","","99.50","","","","-13","","NA"
"2017-02-01 01:00","2017","02","01","01:00","-6.9","","-8.2","","91","","3","","15","","","","99.47","","","","-13","","NA"
"2017-02-01 02:00","2017","02","01","02:00","-6.8","","-8.1","","91","","3","","15","","","","99.48","","","","-13","","NA"
"2017-02-01 03:00","2017","02","01","03:00","-6.8","","-8.3","","89","","3","","15","","","","99.48","","","","-13","","NA"
"2017-02-01 04:00","2017","02","01","04:00","-6.9","","-8.4","","89","","1","","9","","","","99.53","","","","-11","","NA"
"2017-02-01 05:00","2017","02","01","05:00","-7.1","","-8.5","","90","","35","","9","","","","99.58","","","","-11","","NA"
"2017-02-01 06:00","2017","02","01","06:00","-8.1","","-9.5","","89","","","","0","","","","99.62","","","","","","NA"
"2017-02-01 07:00","2017","02","01","07:00","-8.4","","-9.6","","91","","3","","2","","","","99.69","","","","-9","","NA"
"2017-02-01 08:00","2017","02","01","08:00","-7.7","","-9.3","","89","","3","","4","","","","99.73","","","","-10","","NA"
"2017-02-01 09:00","2017","02","01","09:00","-7.3","","-9.0","","88","","1","","3","","","","99.77","","","","-9","","NA"
"2017-02-01 10:00","2017","02","01","10:00","-6.7","","-8.5","","87","","34","","3","","","","99.79","","","","-8","","NA"
"2017-02-01 11:00","2017","02","01","11:00","-4.8","","-7.1","","84","","21","","4","","","","99.83","","","","-7","","NA"
"2017-02-01 12:00","2017","02","01","12:00","-2.9","","-5.8","","81","","27","","12","","","","99.81","","","","-7","","NA"
"2017-02-01 13:00","2017","02","01","13:00","-1.9","","-5.1","","78","","27","","14","","","","99.83","","","","-7","","NA"
"2017-02-01 14:00","2017","02","01","14:00","-1.0","","-4.7","","76","","26","","16","","","","99.83","","","","-6","","NA"
"2017-02-01 15:00","2017","02","01","15:00","-0.5","","-4.5","","75","","21","","10","","","","99.89","","","","-4","","NA"
"2017-02-01 16:00","2017","02","01","16:00","0.5","","-3.7","","74","","25","","14","","","","99.95","","","","","","NA"
"2017-02-01 17:00","2017","02","01","17:00","0.8","","-5.8","","61","","25","","12","","","","100.05","","","","","","NA"
"2017-02-01 18:00","2017","02","01","18:00","-0.4","","-7.9","","57","","25","","14","","","","100.14","","","","-5","","NA"
"2017-02-01 19:00","2017","02","01","19:00","-0.3","","-7.8","","57","","26","","14","","","","100.22","","","","-5","","NA"
"2017-02-01 20:00","2017","02","01","20:00","-0.3","","-6.4","","63","","24","","14","","","","100.24","","","","-5","","NA"
"2017-02-01 21:00","2017","02","01","21:00","-1.0","","-5.9","","69","","22","","16","","","","100.23","","","","-6","","NA"
"2017-02-01 22:00","2017","02","01","22:00","-0.8","","-5.9","","69","","26","","22","","","","100.22","","","","-7","","NA"
"2017-02-01 23:00","2017","02","01","23:00","-1.5","","-6.1","","71","","26","","17","","","","100.26","","","","-7","","NA"
"2017-02-02 00:00","2017","02","02","00:00","-2.0","","-6.6","","71","","26","","15","","","","100.27","","","","-7","","NA"
"2017-02-02 01:00","2017","02","02","01:00","-2.5","","-7.5","","69","","27","","16","","","","100.30","","","","-8","","NA"
"2017-02-02 02:00","2017","02","02","02:00","-3.1","","-8.5","","66","","29","","16","","","","100.35","","","","-8","","NA"
