"Station Name","KINGSTON CLIMATE"
"Province","ONTARIO"
"Current Station Operator","Environment and Climate Change Canada - Meteorological Service of Canada"
"Latitude","44.22"
"Longitude","-76.60"
"Elevation","93.00"
"Climate Identifier","6104142"
"WMO Identifier","71820"
"TC Identifier","TKG"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2019-07-01 00:00","2019","07","01","00:00","15.0","","14.6","","97","","32","","9","","","","100.44","","","","","","NA"
"2019-07-01 01:00","2019","07","01","01:00","14.1","","14.0","","100","","34","","10","","","","100.44","","","","","","NA"
"2019-07-01 02:00","2019","07","01","02:00","14.2","","13.9","","98","","35","","9","","","","100.42","","","","","","NA"
"2019-07-01 03:00","2019","07","01","03:00","13.4","","13.3","","100","","34","","9","","","","100.41","","","","","","NA"
"2019-07-01 04:00","2019","07","01","04:00","13.6","","13.6","","100","","28","","4","","","","100.38","","","","","","NA"
"2019-07-01 05:00","2019","07","01","05:00","13.0","","13.0","","100","","","","0","","","","100.39","","","","","","NA"
"2019-07-01 06:00","2019","07","01","06:00","15.7","","15.2","","96","","34","","7","","","","100.44","","","","","","NA"
"2019-07-01 07:00","2019","07","01","07:00","18.7","","15.7","","83","","34","","8","","","","100.48","","","","","","NA"
"2019-07-01 08:00","2019","07","01","08:00","20.1","","16.2","","79","","22","","9","","","","100.48","","25","","","","NA"
"2019-07-01 09:00","2019","07","01","09:00","21.6","","16.0","","70","","20","","7","","","","100.46","","26","","","","NA"
"2019-07-01 10:00","2019","07","01","10:00","21.7","","15.7","","69","","18","","15","","","","100.45","","26","","","","NA"
"2019-07-01 11:00","2019","07","01","11:00","21.4","","17.1","","77","","18","","19","","","","100.38","","27","","","","NA"
"2019-07-01 12:00","2019","07","01","12:00","22.2","","16.2","","69","","19","","21","","","","100.41","","27","","","","NA"
"2019-07-01 13:00","2019","07","01","13:00","21.6","","16.6","","73","","19","","25","","","","100.35","","27","","","","NA"
"2019-07-01 14:00","2019","07","01","14:00","21.9","","17.4","","75","","19","","22","","","","100.30","","27","","","","NA"
"2019-07-01 15:00","2019","07","01","15:00","22.6","","17.2","","72","","19","","22","","","","100.23","","28","","","","NA"
"2019-07-01 16:00","2019","07","01","16:00","23.8","","16.3","","63","","20","","21","","","","100.15","","29","","","","NA"
"2019-07-01 17:00","2019","07","01","17:00","23.2","","15.1","","60","","20","","19","","","","100.11","","27","","","","NA"
"2019-07-01 18:00","2019","07","01","18:00","21.4","","15.9","","71","","20","","14","","","","100.08","","26","","","","NA"
"2019-07-01 19:00","2019","07","01","19:00","18.8","","17.7","","94","","19","","17","","","","100.07","","","","","","NA"
