"Station Name","KINGSTON CLIMATE"
"Province","ONTARIO"
"Current Station Operator","Environment and Climate Change Canada - Meteorological Service of Canada"
"Latitude","44.22"
"Longitude","-76.60"
"Elevation","93.00"
"Climate Identifier","6104142"
"WMO Identifier","71820"
"TC Identifier","TKG"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2018-12-01 00:00","2018","12","01","00:00","-1.6","","-2.3","","95","","29","","6","","","","100.98","","","","-4","","NA"
"2018-12-01 01:00","2018","12","01","01:00","-0.6","","-1.6","","93","","28","","6","","","","101.00","","","","-3","","NA"
"2018-12-01 02:00","2018","12","01","02:00","-1.8","","-2.4","","96","","35","","5","","","","100.95","","","","-4","","NA"
"2018-12-01 03:00","2018","12","01","03:00","-3.1","","-3.5","","97","","35","","4","","","","100.97","","","","-5","","NA"
"2018-12-01 04:00","2018","12","01","04:00","-2.7","","-3.0","","98","","34","","7","","","","101.00","","","","-6","","NA"
"2018-12-01 05:00","2018","12","01","05:00","-3.5","","-3.9","","97","","33","","9","","","","101.08","","","","-7","","NA"
"2018-12-01 06:00","2018","12","01","06:00","-4.1","","-4.7","","96","","36","","7","","","","101.14","","","","-7","","NA"
"2018-12-01 07:00","2018","12","01","07:00","-3.9","","-4.4","","97","","34","","6","","","","101.16","","","","-7","","NA"
"2018-12-01 08:00","2018","12","01","08:00","-3.7","","-4.3","","96","","2","","4","","","","101.14","","","","-5","","NA"
"2018-12-01 09:00","2018","12","01","09:00","-1.9","","-2.7","","94","","4","","5","","","","101.13","","","","-4","","NA"
"2018-12-01 10:00","2018","12","01","10:00","0.7","","-1.6","","85","","9","","8","","","","101.11","","","","","","NA"
"2018-12-01 11:00","2018","12","01","11:00","2.0","","-0.3","","85","","8","","9","","","","101.08","","","","","","NA"
"2018-12-01 12:00","2018","12","01","12:00","2.3","","-0.1","","84","","12","","9","","","","101.09","","","","","","NA"
"2018-12-01 13:00","2018","12","01","13:00","2.6","","-0.7","","79","","13","","7","","","","101.03","","","","","","NA"
"2018-12-01 14:00","2018","12","01","14:00","2.6","","-1.0","","77","","10","","11","","","","100.94","","","","","","NA"
"2018-12-01 15:00","2018","12","01","15:00","2.6","","-1.2","","76","","9","","14","","","","100.87","","","","","","NA"
"2018-12-01 16:00","2018","12","01","16:00","2.0","","-1.3","","79","","7","","14","","","","100.78","","","","","","NA"
"2018-12-01 17:00","2018","12","01","17:00","2.2","","-1.5","","77","","9","","19","","","","100.79","","","","","","NA"
"2018-12-01 18:00","2018","12","01","18:00","1.6","","-1.5","","79","","6","","17","","","","100.72","","","","","","NA"
"2018-12-01 19:00","2018","12","01","19:00","1.6","","-1.6","","79","","6","","14","","","","100.70","","","","","","NA"
"2018-12-01 20:00","2018","12","01","20:00","1.5","","-1.3","","82","","7","","16","","","","100.61","","","","","","NA"
"2018-12-01 21:00","2018","12","01","21:00","1.3","","-0.6","","87","","6","","18","","","","100.46","","","","","","NA"
"2018-12-01 22:00","2018","12","01","22:00","1.6","","0.3","","91","","7","","17","","","","100.38","","","","","","NA"
"2018-12-01 23:00","2018","12","01","23:00","1.5","","0.5","","93","","7","","20","","","","100.22","","","","","","NA"
"2018-12-02 00:00","2018","12","02","00:00","1.3","","0.6","","95","","7","","16","","","","100.16","","","","","","NA"
"2018-12-02 01:00","2018","12","02","01:00","1.4","","0.8","","96","","6","","14","","","","100.11","","","","","","NA"
"2018-12-02 02:00","2018","12","02","02:00","1.6","","1.1","","96","","7","","18","","","","100.03","","","","","","NA"
"2018-12-02 03:00","2018","12","02","03:00","1.8","","1.3","","97","","6","","15","","","","99.93","","","","","","NA"
"2018-12-02 04:00","2018","12","02","04:00","2.5","","2.2","","98","","8","","15","","","","99.82","","","","","","NA"
"2018-12-02 05:00","2018","12","02","05:00","2.7","","2.3","","97","","9","","20","","","","99.69","","","","","","NA"
