"Station Name","KINGSTON CLIMATE"
"Province","ONTARIO"
"Latitude","44.22"
"Longitude","-76.60"
"Elevation","93.00"
"Climate Identifier","6104142"
"WMO Identifier","71820"
"TC Identifier","TKG"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2017-08-01 00:00","2017","08","01","00:00","18.3","","17.4","","94","","33","","6","","","","100.64","","","","","","NA"
"2017-08-01 01:00","2017","08","01","01:00","17.6","","16.7","","95","","36","","3","","","","100.62","","","","","","NA"
"2017-08-01 02:00","2017","08","01","02:00","18.0","","17.1","","95","","","","0","","","","100.63","","","","","","NA"
"2017-08-01 03:00","2017","08","01","03:00","16.8","","16.0","","95","","35","","6","","","","100.63","","","","","","NA"
"2017-08-01 04:00","2017","08","01","04:00","16.2","","15.4","","95","","34","","8","","","","100.63","","","","","","NA"
"2017-08-01 05:00","2017","08","01","05:00","15.8","","15.0","","95","","34","","7","","","","100.65","","","","","","NA"
"2017-08-01 06:00","2017","08","01","06:00","17.6","","16.9","","95","","4","","4","","","","100.69","","","","","","NA"
"2017-08-01 07:00","2017","08","01","07:00","18.9","","18.1","","95","","6","","5","","","","100.74","","","","","","NA"
"2017-08-01 08:00","2017","08","01","08:00","20.4","","19.7","","96","","11","","8","","","","100.75","","28","","","","NA"
"2017-08-01 09:00","2017","08","01","09:00","20.9","","20.1","","95","","14","","9","","","","100.74","","29","","","","NA"
"2017-08-01 10:00","2017","08","01","10:00","23.1","","20.8","","87","","16","","7","","","","100.75","","31","","","","NA"
"2017-08-01 11:00","2017","08","01","11:00","23.1","","20.4","","85","","16","","10","","","","100.74","","31","","","","NA"
"2017-08-01 12:00","2017","08","01","12:00","22.6","","20.1","","86","","16","","12","","","","100.72","","30","","","","NA"
"2017-08-01 13:00","2017","08","01","13:00","22.8","","20.3","","85","","17","","12","","","","100.68","","31","","","","NA"
"2017-08-01 14:00","2017","08","01","14:00","23.6","","21.2","","86","","17","","12","","","","100.65","","32","","","","NA"
"2017-08-01 15:00","2017","08","01","15:00","24.2","","20.5","","80","","18","","12","","","","100.58","","32","","","","NA"
"2017-08-01 16:00","2017","08","01","16:00","24.4","","19.8","","75","","17","","9","","","","100.51","","32","","","","NA"
"2017-08-01 17:00","2017","08","01","17:00","23.7","","20.4","","82","","16","","10","","","","100.51","","32","","","","NA"
"2017-08-01 18:00","2017","08","01","18:00","23.5","","19.6","","79","","17","","7","","","","100.50","","31","","","","NA"
"2017-08-01 19:00","2017","08","01","19:00","22.7","","19.4","","82","","20","","5","","","","100.50","","30","","","","NA"
"2017-08-01 20:00","2017","08","01","20:00","21.6","","19.2","","86","","19","","7","","","","100.52","","29","","","","NA"
"2017-08-01 21:00","2017","08","01","21:00","21.5","","19.8","","90","","20","","8","","","","100.55","","29","","","","NA"
"2017-08-01 22:00","2017","08","01","22:00","21.0","","19.4","","91","","22","","9","","","","100.55","","28","","","","NA"
"2017-08-01 23:00","2017","08","01","23:00","20.8","","19.2","","90","","23","","9","","","","100.55","","28","","","","NA"
"2017-08-02 00:00","2017","08","02","00:00","20.9","","19.1","","90","","24","","10","","","","100.53","","28","","","","NA"
"2017-08-02 01:00","2017","08","02","01:00","20.3","","18.9","","92","","22","","8","","","","100.52","","27","","","","NA"
"2017-08-02 02:00","2017","08","02","02:00","20.6","","19.5","","94","","18","","6","","","","100.50","","28","","","","NA"
"2017-08-02 03:00","2017","08","02","03:00","21.0","","19.8","","93","","22","","6","","","","100.48","","28","","","","NA"
"2017-08-02 04:00","2017","08","02","04:00","20.5","","19.1","","92","","22","","8","","","","100.49","","27","","","","NA"
"2017-08-02 05:00","2017","08","02","05:00","20.8","","19.6","","93","","20","","9","","","","100.55","","28","","","","NA"
"2017-08-02 06:00","2017","08","02","06:00","21.6","","20.5","","94","","19","","7","","","","100.55","","30","","","","NA"
"2017-08-02 07:00","2017","08","02","07:00","22.8","","20.9","","89","","18","","10","","","","100.57","","31","","","","NA"
"2017-08-02 08:00","2017","08","02","08:00","23.4","","20.4","","83","","21","","14","","","","100.60","","31","","","","NA"
"2017-08-02 09:00","2017","08","02","09:00","24.4","","21.2","","82","","23","","9","","","","100.60","","33","","","","NA"
"2017-08-02 10:00","2017","08","02","10:00","24.3","","20.8","","81","","18","","15","","","","100.60","","33","","","","NA"
"2017-08-02 11:00","2017","08","02","11:00","24.0","","20.7","","82","","19","","20","","","","100.60","","32","","","","NA"
"2017-08-02 12:00","2017","08","02","12:00","24.2","","20.9","","82","","19","","17","","","","100.55","","33","","","","NA"
"2017-08-02 13:00","2017","08","02","13:00","24.1","","20.5","","80","","18","","19","","","","100.51","","32","","","","NA"
"2017-08-02 14:00","2017","08","02","14:00","24.5","","21.2","","82","","18","","17","","","","100.44","","33","","","","NA"
"2017-08-02 15:00","2017","08","02","15:00","25.0","","20.6","","77","","19","","21","","","","100.40","","33","","","","NA"
"2017-08-02 16:00","2017","08","02","16:00","24.7","","20.5","","77","","19","","17","","","","100.40","","33","","","","NA"
"2017-08-02 17:00","2017","08","02","17:00","24.3","","20.0","","77","","18","","16","","","","100.43","","32","","","","NA"
"2017-08-02 18:00","2017","08","02","18:00","23.5","","19.9","","80","","19","","15","","","","100.43","","31","","","","NA"
"2017-08-02 19:00","2017","08","02","19:00","22.8","","19.1","","80","","21","","8","","","","100.47","","30","","","","NA"
"2017-08-02 20:00","2017","08","02","20:00","21.3","","18.4","","84","","23","","8","","","","100.49","","28","","","","NA"
"2017-08-02 21:00","2017","08","02","21:00","21.5","","18.8","","85","","21","","9","","","","100.53","","28","","","","NA"
"2017-08-02 22:00","2017","08","02","22:00","20.3","","18.2","","88","","23","","1","","","","100.54","","26","","","","NA"
"2017-08-02 23:00","2017","08","02","23:00","20.3","","18.8","","91","","27","","6","","","","100.55","","27","","","","NA"
"2017-08-03 00:00","2017","08","03","00:00","20.6","","19.3","","92","","19","","4","","","","100.57","","28","","","","NA"
"2017-08-03 01:00","2017","08","03","01:00","18.8","","17.2","","91","","34","","6","","","","100.56","","","","","","NA"
"2017-08-03 02:00","2017","08","03","02:00","18.5","","16.8","","90","","1","","4","","","","100.58","","","","","","NA"
"2017-08-03 03:00","2017","08","03","03:00","18.2","","16.6","","90","","1","","3","","","","100.56","","","","","","NA"
"2017-08-03 04:00","2017","08","03","04:00","17.2","","15.5","","90","","1","","4","","","","100.59","","","","","","NA"
"2017-08-03 05:00","2017","08","03","05:00","17.5","","16.4","","93","","36","","5","","","","100.62","","","","","","NA"
"2017-08-03 06:00","2017","08","03","06:00","19.0","","17.6","","92","","35","","4","","","","100.65","","","","","","NA"
"2017-08-03 07:00","2017","08","03","07:00","22.3","","20.8","","91","","15","","5","","","","100.70","","31","","","","NA"
"2017-08-03 08:00","2017","08","03","08:00","22.1","","20.0","","88","","17","","16","","","","100.75","","30","","","","NA"
"2017-08-03 09:00","2017","08","03","09:00","22.3","","19.6","","85","","16","","15","","","","100.76","","30","","","","NA"
"2017-08-03 10:00","2017","08","03","10:00","22.5","","19.2","","82","","16","","13","","","","100.78","","29","","","","NA"
"2017-08-03 11:00","2017","08","03","11:00","23.7","","20.3","","81","","15","","14","","","","100.78","","32","","","","NA"
"2017-08-03 12:00","2017","08","03","12:00","22.8","","19.6","","82","","15","","9","","","","100.76","","30","","","","NA"
"2017-08-03 13:00","2017","08","03","13:00","22.6","","19.6","","83","","19","","8","","","","100.70","","30","","","","NA"
"2017-08-03 14:00","2017","08","03","14:00","24.5","","19.6","","74","","20","","5","","","","100.62","","32","","","","NA"
"2017-08-03 15:00","2017","08","03","15:00","25.2","","20.8","","77","","19","","11","","","","100.54","","33","","","","NA"
"2017-08-03 16:00","2017","08","03","16:00","25.4","","18.8","","67","","16","","5","","","","100.51","","32","","","","NA"
"2017-08-03 17:00","2017","08","03","17:00","25.7","","17.9","","62","","15","","3","","","","100.53","","32","","","","NA"
"2017-08-03 18:00","2017","08","03","18:00","25.0","","17.7","","64","","13","","4","","","","100.55","","31","","","","NA"
"2017-08-03 19:00","2017","08","03","19:00","23.6","","19.8","","79","","5","","12","","","","100.56","","31","","","","NA"
"2017-08-03 20:00","2017","08","03","20:00","22.3","","19.7","","85","","6","","7","","","","100.52","","30","","","","NA"
"2017-08-03 21:00","2017","08","03","21:00","21.8","","19.1","","85","","6","","10","","","","100.49","","29","","","","NA"
"2017-08-03 22:00","2017","08","03","22:00","21.8","","18.7","","83","","9","","9","","","","100.47","","28","","","","NA"
"2017-08-03 23:00","2017","08","03","23:00","21.7","","19.4","","87","","10","","10","","","","100.40","","29","","","","NA"
"2017-08-04 00:00","2017","08","04","00:00","22.0","","18.6","","81","","13","","6","","","","100.35","","28","","","","NA"
"2017-08-04 01:00","2017","08","04","01:00","20.8","","18.8","","88","","10","","6","","","","100.30","","27","","","","NA"
"2017-08-04 02:00","2017","08","04","02:00","21.9","","18.8","","83","","13","","10","","","","100.26","","29","","","","NA"
"2017-08-04 03:00","2017","08","04","03:00","22.2","","19.4","","84","","14","","19","","","","100.20","","29","","","","NA"
"2017-08-04 04:00","2017","08","04","04:00","22.5","","19.6","","84","","18","","20","","","","100.20","","30","","","","NA"
"2017-08-04 05:00","2017","08","04","05:00","20.6","","18.0","","85","","30","","8","","","","100.22","","27","","","","NA"
"2017-08-04 06:00","2017","08","04","06:00","19.1","","17.8","","92","","5","","4","","","","100.21","","","","","","NA"
"2017-08-04 07:00","2017","08","04","07:00","22.2","","20.2","","89","","17","","19","","","","100.17","","30","","","","NA"
"2017-08-04 08:00","2017","08","04","08:00","23.4","","20.6","","84","","17","","24","","","","100.14","","31","","","","NA"
"2017-08-04 09:00","2017","08","04","09:00","22.9","","20.0","","84","","17","","25","","","","100.15","","30","","","","NA"
"2017-08-04 10:00","2017","08","04","10:00","23.9","","20.4","","81","","17","","21","","","","100.15","","32","","","","NA"
