"Station Name","KINGSTON CLIMATE"
"Province","ONTARIO"
"Current Station Operator","Environment and Climate Change Canada - Meteorological Service of Canada"
"Latitude","44.22"
"Longitude","-76.60"
"Elevation","93.00"
"Climate Identifier","6104142"
"WMO Identifier","71820"
"TC Identifier","TKG"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2018-06-01 00:00","2018","06","01","00:00","16.5","","15.3","","93","","19","","12","","","","99.68","","","","","","NA"
"2018-06-01 01:00","2018","06","01","01:00","16.4","","15.4","","94","","21","","6","","","","99.68","","","","","","NA"
"2018-06-01 02:00","2018","06","01","02:00","17.1","","16.2","","95","","19","","11","","","","99.64","","","","","","NA"
"2018-06-01 03:00","2018","06","01","03:00","16.5","","15.9","","96","","19","","10","","","","99.63","","","","","","NA"
"2018-06-01 04:00","2018","06","01","04:00","16.2","","15.6","","96","","20","","8","","","","99.63","","","","","","NA"
"2018-06-01 05:00","2018","06","01","05:00","16.5","","15.9","","97","","18","","6","","","","99.64","","","","","","NA"
"2018-06-01 06:00","2018","06","01","06:00","17.5","","16.6","","95","","19","","10","","","","99.66","","","","","","NA"
"2018-06-01 07:00","2018","06","01","07:00","18.3","","16.9","","92","","19","","12","","","","99.67","","","","","","NA"
"2018-06-01 08:00","2018","06","01","08:00","18.0","","16.8","","93","","19","","14","","","","99.71","","","","","","NA"
"2018-06-01 09:00","2018","06","01","09:00","19.6","","17.8","","89","","19","","14","","","","99.73","","","","","","NA"
"2018-06-01 10:00","2018","06","01","10:00","18.6","","17.1","","91","","17","","13","","","","99.72","","","","","","NA"
"2018-06-01 11:00","2018","06","01","11:00","19.4","","17.8","","90","","16","","12","","","","99.72","","","","","","NA"
"2018-06-01 12:00","2018","06","01","12:00","20.8","","17.9","","84","","16","","9","","","","99.70","","27","","","","NA"
"2018-06-01 13:00","2018","06","01","13:00","21.8","","18.9","","83","","19","","13","","","","99.62","","28","","","","NA"
"2018-06-01 14:00","2018","06","01","14:00","22.9","","19.0","","79","","17","","14","","","","99.60","","30","","","","NA"
"2018-06-01 15:00","2018","06","01","15:00","24.8","","20.3","","76","","17","","11","","","","99.57","","33","","","","NA"
"2018-06-01 16:00","2018","06","01","16:00","21.1","","20.5","","96","","20","","11","","","","99.60","","29","","","","NA"
"2018-06-01 17:00","2018","06","01","17:00","20.4","","18.5","","89","","16","","7","","","","99.60","","27","","","","NA"
"2018-06-01 18:00","2018","06","01","18:00","18.5","","17.3","","93","","16","","8","","","","99.62","","","","","","NA"
"2018-06-01 19:00","2018","06","01","19:00","16.7","","16.0","","96","","15","","6","","","","99.65","","","","","","NA"
"2018-06-01 20:00","2018","06","01","20:00","17.7","","17.1","","96","","7","","8","","","","99.72","","","","","","NA"
"2018-06-01 21:00","2018","06","01","21:00","18.8","","18.1","","95","","0","","1","","","","99.80","","","","","","NA"
