Date/Time,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Stn Press (kPa),Month,Time
2019-08-11 23:00,20.3,17.8,85.0,25.0,10.0,100.25,8,23.0
2019-08-12 00:00,20.2,18.5,90.0,23.0,13.0,100.25,8,0.0
2019-08-12 01:00,19.1,18.0,93.0,25.0,9.0,100.23,8,1.0
2019-08-12 02:00,18.6,18.3,98.0,24.0,7.0,100.23,8,2.0
2019-08-12 03:00,19.4,19.4,100.0,24.0,12.0,100.22,8,3.0
2019-08-12 04:00,18.3,18.3,100.0,24.0,8.0,100.21,8,4.0
2019-08-12 05:00,17.2,17.2,100.0,26.0,7.0,100.19,8,5.0
2019-08-12 06:00,18.2,18.2,100.0,25.0,9.0,100.22,8,6.0
2019-08-12 07:00,19.7,19.0,95.0,25.0,11.0,100.25,8,7.0
2019-08-12 08:00,21.0,19.9,93.0,22.0,11.0,100.22,8,8.0
2019-08-12 09:00,23.2,20.4,84.0,23.0,14.0,100.17,8,9.0
2019-08-12 10:00,24.5,18.2,68.0,23.0,14.0,100.14,8,10.0
2019-08-12 11:00,23.7,22.0,90.0,18.0,20.0,100.1,8,11.0
2019-08-12 12:00,24.4,22.6,90.0,19.0,21.0,99.99,8,12.0
2019-08-12 13:00,24.2,20.6,80.0,19.0,23.0,99.97,8,13.0
2019-08-12 14:00,24.6,21.2,82.0,19.0,25.0,99.96,8,14.0
2019-08-12 15:00,25.0,17.3,63.0,21.0,23.0,99.89,8,15.0
2019-08-12 16:00,24.8,16.8,61.0,23.0,18.0,99.82,8,16.0
2019-08-12 17:00,24.2,17.1,64.0,22.0,16.0,99.82,8,17.0
2019-08-12 18:00,23.9,17.4,67.0,23.0,14.0,99.78,8,18.0
2019-08-12 19:00,23.6,18.1,71.0,24.0,14.0,99.75,8,19.0
2019-08-12 20:00,23.1,18.2,74.0,22.0,14.0,99.8,8,20.0
2019-08-12 21:00,22.2,18.4,79.0,23.0,15.0,99.8,8,21.0
2019-08-12 22:00,22.0,19.5,85.0,24.0,13.0,99.77,8,22.0
2019-08-12 23:00,21.7,18.9,84.0,26.0,5.0,99.78,8,23.0
2019-08-13 00:00,21.4,19.1,87.0,27.0,7.0,99.77,8,0.0
2019-08-13 01:00,20.9,20.0,94.0,27.0,7.0,99.71,8,1.0
2019-08-13 02:00,20.5,20.0,97.0,26.0,3.0,99.67,8,2.0
2019-08-13 03:00,18.5,18.5,100.0,26.0,5.0,99.67,8,3.0
2019-08-13 04:00,19.5,19.5,100.0,28.0,8.0,99.68,8,4.0
2019-08-13 05:00,18.9,18.9,100.0,31.0,4.0,99.72,8,5.0
2019-08-13 06:00,18.6,18.6,100.0,34.0,4.0,99.73,8,6.0
2019-08-13 07:00,21.1,18.4,85.0,2.0,8.0,99.76,8,7.0
2019-08-13 08:00,22.6,18.1,76.0,3.0,9.0,99.77,8,8.0
2019-08-13 09:00,23.6,18.7,74.0,4.0,8.0,99.82,8,9.0
2019-08-13 10:00,25.7,17.8,62.0,5.0,3.0,99.8,8,10.0
2019-08-13 11:00,24.4,18.3,69.0,18.0,10.0,99.76,8,11.0
2019-08-13 12:00,25.8,18.0,62.0,15.0,10.0,99.75,8,12.0
2019-08-13 13:00,25.8,16.5,57.0,15.0,13.0,99.74,8,13.0
2019-08-13 14:00,25.7,16.6,57.0,16.0,11.0,99.7,8,14.0
2019-08-13 15:00,27.0,13.5,43.0,1.0,14.0,99.68,8,15.0
2019-08-13 16:00,26.6,12.9,43.0,1.0,13.0,99.69,8,16.0
2019-08-13 17:00,26.5,12.0,40.0,3.0,16.0,99.71,8,17.0
2019-08-13 18:00,25.4,11.9,43.0,4.0,14.0,99.75,8,18.0
2019-08-13 19:00,23.2,12.1,50.0,4.0,11.0,99.82,8,19.0
2019-08-13 20:00,22.5,11.3,49.0,3.0,17.0,99.87,8,20.0
2019-08-13 21:00,21.2,10.8,52.0,4.0,11.0,99.92,8,21.0
2019-08-13 22:00,20.6,11.4,56.0,2.0,10.0,99.96,8,22.0
2019-08-13 23:00,19.6,12.2,62.0,1.0,12.0,99.99,8,23.0
2019-08-14 00:00,19.5,12.2,63.0,3.0,12.0,100.01,8,0.0
2019-08-14 01:00,19.1,11.2,60.0,3.0,13.0,100.01,8,1.0
2019-08-14 02:00,18.4,11.2,63.0,2.0,10.0,100.01,8,2.0
2019-08-14 03:00,17.3,11.4,68.0,1.0,14.0,100.03,8,3.0
2019-08-14 04:00,17.6,10.6,63.0,1.0,15.0,100.04,8,4.0
2019-08-14 05:00,16.7,10.4,67.0,1.0,15.0,100.09,8,5.0
2019-08-14 06:00,16.5,10.4,67.0,1.0,17.0,100.14,8,6.0
2019-08-14 07:00,17.1,10.5,65.0,2.0,19.0,100.22,8,7.0
2019-08-14 08:00,18.4,11.7,65.0,1.0,19.0,100.24,8,8.0
2019-08-14 09:00,20.1,12.3,61.0,36.0,14.0,100.27,8,9.0
2019-08-14 10:00,21.4,12.6,57.0,2.0,15.0,100.28,8,10.0
2019-08-14 11:00,23.0,13.4,55.0,35.0,19.0,100.28,8,11.0
2019-08-14 12:00,23.2,12.1,50.0,1.0,13.0,100.24,8,12.0
2019-08-14 13:00,24.0,12.7,49.0,5.0,11.0,100.23,8,13.0
2019-08-14 14:00,24.3,11.7,45.0,3.0,14.0,100.22,8,14.0
2019-08-14 15:00,24.2,10.5,42.0,32.0,12.0,100.25,8,15.0
2019-08-14 16:00,23.1,10.6,45.0,1.0,14.0,100.27,8,16.0
2019-08-14 17:00,23.3,10.5,44.0,1.0,15.0,100.29,8,17.0
2019-08-14 18:00,22.7,10.0,45.0,1.0,14.0,100.3,8,18.0
2019-08-14 19:00,21.1,9.8,49.0,1.0,12.0,100.34,8,19.0
2019-08-14 20:00,19.0,10.1,56.0,2.0,9.0,100.41,8,20.0
2019-08-14 21:00,18.5,9.6,56.0,2.0,13.0,100.47,8,21.0
2019-08-14 22:00,17.3,9.8,61.0,1.0,13.0,100.53,8,22.0
2019-08-14 23:00,16.3,9.6,65.0,3.0,10.0,100.56,8,23.0
2019-08-15 00:00,15.4,9.8,69.0,2.0,11.0,100.59,8,0.0
2019-08-15 01:00,14.8,10.0,73.0,2.0,11.0,100.58,8,1.0
2019-08-15 02:00,13.8,9.8,77.0,2.0,9.0,100.6,8,2.0
2019-08-15 03:00,12.6,10.9,89.0,1.0,11.0,100.59,8,3.0
2019-08-15 04:00,13.1,10.7,85.0,4.0,10.0,100.61,8,4.0
2019-08-15 05:00,12.8,10.5,86.0,4.0,11.0,100.62,8,5.0
2019-08-15 06:00,14.0,10.7,80.0,3.0,11.0,100.63,8,6.0
2019-08-15 07:00,16.0,10.8,71.0,4.0,15.0,100.65,8,7.0
2019-08-15 08:00,18.0,11.1,64.0,5.0,19.0,100.66,8,8.0
2019-08-15 09:00,19.9,11.4,58.0,3.0,14.0,100.68,8,9.0
2019-08-15 10:00,21.7,12.0,54.0,5.0,13.0,100.69,8,10.0
2019-08-15 11:00,22.2,9.6,45.0,11.0,16.0,100.65,8,11.0
2019-08-15 12:00,22.7,9.5,43.0,13.0,18.0,100.61,8,12.0
2019-08-15 13:00,23.2,10.6,45.0,14.0,19.0,100.54,8,13.0
2019-08-15 14:00,24.1,11.5,45.0,14.0,21.0,100.49,8,14.0
2019-08-15 15:00,24.8,11.4,43.0,5.0,10.0,100.44,8,15.0
2019-08-15 16:00,24.5,10.0,40.0,6.0,12.0,100.37,8,16.0
2019-08-15 17:00,24.3,10.3,41.0,5.0,12.0,100.35,8,17.0
2019-08-15 18:00,23.0,10.2,44.0,4.0,8.0,100.39,8,18.0
2019-08-15 19:00,21.6,11.1,51.0,1.0,9.0,100.35,8,19.0
2019-08-15 20:00,20.1,12.3,61.0,11.0,12.0,100.44,8,20.0
2019-08-15 21:00,20.1,12.4,61.0,6.0,12.0,100.38,8,21.0
2019-08-15 22:00,19.4,13.2,68.0,4.0,10.0,100.48,8,22.0
2019-08-15 23:00,17.2,14.1,82.0,5.0,15.0,100.38,8,23.0
2019-08-16 00:00,16.7,14.5,87.0,7.0,10.0,100.4,8,0.0
2019-08-16 01:00,16.7,13.1,79.0,4.0,11.0,100.37,8,1.0
2019-08-16 02:00,17.3,12.9,75.0,2.0,9.0,100.38,8,2.0
2019-08-16 03:00,17.3,12.8,75.0,2.0,8.0,100.35,8,3.0
2019-08-16 04:00,16.8,13.9,83.0,5.0,11.0,100.39,8,4.0
2019-08-16 05:00,17.0,14.1,83.0,3.0,11.0,100.4,8,5.0
2019-08-16 06:00,16.7,13.5,81.0,4.0,10.0,100.4,8,6.0
2019-08-16 07:00,18.3,13.3,73.0,3.0,12.0,100.44,8,7.0
2019-08-16 08:00,19.7,13.2,66.0,5.0,14.0,100.43,8,8.0
2019-08-16 09:00,20.4,12.8,62.0,7.0,19.0,100.46,8,9.0
2019-08-16 10:00,23.0,13.1,54.0,6.0,14.0,100.48,8,10.0
2019-08-16 11:00,24.0,15.3,58.0,12.0,11.0,100.47,8,11.0
2019-08-16 12:00,24.3,16.6,62.0,14.0,16.0,100.45,8,12.0
2019-08-16 13:00,24.6,17.9,66.0,16.0,14.0,100.45,8,13.0
2019-08-16 14:00,25.6,18.7,66.0,15.0,13.0,100.39,8,14.0
2019-08-16 15:00,25.3,18.1,64.0,14.0,11.0,100.31,8,15.0
2019-08-16 16:00,24.5,17.8,66.0,16.0,6.0,100.31,8,16.0
2019-08-16 17:00,24.4,17.7,66.0,15.0,5.0,100.27,8,17.0
2019-08-16 18:00,23.8,18.7,73.0,17.0,8.0,100.29,8,18.0
2019-08-16 19:00,22.7,19.9,84.0,11.0,4.0,100.22,8,19.0
2019-08-16 20:00,21.3,20.4,95.0,23.0,0.0,100.27,8,20.0
2019-08-16 21:00,20.7,20.7,100.0,35.0,7.0,100.27,8,21.0
2019-08-16 22:00,22.5,21.5,94.0,16.0,24.0,100.31,8,22.0
2019-08-16 23:00,21.3,20.1,93.0,24.0,2.0,100.28,8,23.0
2019-08-17 00:00,21.2,20.4,95.0,20.0,8.0,100.36,8,0.0
2019-08-17 01:00,21.9,21.7,99.0,18.0,15.0,100.31,8,1.0
2019-08-17 02:00,21.3,21.3,100.0,18.0,12.0,100.31,8,2.0
2019-08-17 03:00,21.6,21.6,100.0,18.0,12.0,100.29,8,3.0
2019-08-17 04:00,21.2,21.2,100.0,21.0,11.0,100.29,8,4.0
2019-08-17 05:00,20.9,20.9,100.0,21.0,10.0,100.27,8,5.0
2019-08-17 06:00,21.2,21.2,100.0,21.0,11.0,100.27,8,6.0
2019-08-17 07:00,21.7,21.7,100.0,22.0,11.0,100.29,8,7.0
2019-08-17 08:00,22.7,21.7,94.0,19.0,17.0,100.27,8,8.0
2019-08-17 09:00,22.4,22.1,98.0,19.0,17.0,100.32,8,9.0
2019-08-17 10:00,22.2,22.2,100.0,18.0,15.0,100.36,8,10.0
2019-08-17 11:00,21.5,21.5,100.0,23.0,10.0,100.4,8,11.0
2019-08-17 12:00,20.6,20.6,100.0,16.0,10.0,100.34,8,12.0
2019-08-17 13:00,20.8,20.8,100.0,18.0,7.0,100.33,8,13.0
2019-08-17 14:00,22.1,19.7,86.0,18.0,19.0,100.29,8,14.0
2019-08-17 15:00,21.7,19.7,88.0,20.0,16.0,100.29,8,15.0
2019-08-17 16:00,22.0,20.7,92.0,19.0,13.0,100.22,8,16.0
2019-08-17 17:00,22.3,20.7,91.0,19.0,15.0,100.18,8,17.0
2019-08-17 18:00,21.8,21.3,97.0,19.0,14.0,100.19,8,18.0
2019-08-17 19:00,21.3,21.3,100.0,19.0,10.0,100.17,8,19.0
2019-08-17 20:00,21.0,21.0,100.0,18.0,11.0,100.22,8,20.0
2019-08-17 21:00,21.3,21.3,100.0,18.0,13.0,100.25,8,21.0
2019-08-17 22:00,21.4,21.3,100.0,17.0,11.0,100.25,8,22.0
2019-08-17 23:00,21.4,21.4,100.0,17.0,14.0,100.26,8,23.0
2019-08-18 00:00,21.4,21.4,100.0,17.0,15.0,100.31,8,0.0
2019-08-18 01:00,21.3,21.2,100.0,17.0,13.0,100.34,8,1.0
2019-08-18 02:00,21.7,21.7,100.0,15.0,7.0,100.33,8,2.0
2019-08-18 03:00,21.3,21.3,100.0,8.0,9.0,100.29,8,3.0
2019-08-18 04:00,20.3,20.3,100.0,4.0,6.0,100.28,8,4.0
2019-08-18 05:00,19.4,19.4,100.0,1.0,6.0,100.3,8,5.0
2019-08-18 06:00,19.2,19.2,100.0,35.0,2.0,100.31,8,6.0
2019-08-18 07:00,22.2,22.2,100.0,9.0,2.0,100.35,8,7.0
2019-08-18 08:00,22.0,22.0,100.0,18.0,9.0,100.39,8,8.0
2019-08-18 09:00,22.4,22.4,100.0,16.0,21.0,100.34,8,9.0
2019-08-18 10:00,22.2,22.1,99.0,19.0,14.0,100.39,8,10.0
2019-08-18 11:00,23.4,23.2,99.0,16.0,12.0,100.35,8,11.0
2019-08-18 12:00,23.8,22.8,94.0,15.0,12.0,100.32,8,12.0
2019-08-18 13:00,23.5,22.0,92.0,15.0,12.0,100.29,8,13.0
2019-08-18 14:00,24.5,20.6,79.0,15.0,7.0,100.22,8,14.0
2019-08-18 15:00,25.5,22.0,81.0,19.0,7.0,100.19,8,15.0
2019-08-18 16:00,25.3,20.6,75.0,18.0,6.0,100.14,8,16.0
2019-08-18 17:00,24.8,21.9,84.0,17.0,10.0,100.12,8,17.0
2019-08-18 18:00,24.6,22.8,90.0,19.0,9.0,100.1,8,18.0
2019-08-18 19:00,23.4,23.4,100.0,18.0,12.0,100.05,8,19.0
2019-08-18 20:00,23.4,23.4,100.0,16.0,10.0,100.02,8,20.0
2019-08-18 21:00,23.2,23.2,100.0,17.0,20.0,99.97,8,21.0
2019-08-18 22:00,23.1,23.1,100.0,18.0,20.0,99.98,8,22.0
2019-08-18 23:00,22.8,22.8,100.0,18.0,17.0,100.0,8,23.0
