MD,CALI,DEN_QI_EDIT,DT_QI_EDIT,GR,RT,IGR,VSH,porosity
9500,9.178667,2.347143,100.752,55.80474,1458.053,0.1925918,0.053015673,0.212197076
9500.5,9.384901,2.347143,98.10951,56.45761,173.6142,0.195871512,0.054164566,0.212197076
9501,9.784098,2.355952,98.10951,55.17239,2.443509,0.189415171,0.051912065,0.207045614
9501.5,10.74488,2.329527,98.10951,52.90825,2.00342,0.178041195,0.048033497,0.22249883
9502,10.88223,2.338335,100.752,64.45624,2.054647,0.236052872,0.069053483,0.217347953
9502.5,11.21208,2.374922,101.6328,82.93411,2.784293,0.32887701,0.109923405,0.195952047
9503,11.43382,2.403996,102.0732,94.73711,3.056113,0.388169737,0.141608304,0.178949708
9503.5,11.57116,2.430653,102.5136,97.76297,2.936634,0.403370236,0.15053732,0.163360819
9504,11.71104,2.424355,103.3945,96.96831,3.02608,0.399378238,0.148158549,0.16704386
9504.5,11.83645,2.414393,103.3945,97.71838,3.084895,0.403146237,0.150403196,0.172869591
9505,11.74444,2.437474,103.4,96.75409,3.161751,0.398302097,0.14752145,0.15937193
9505.5,11.70895,2.413177,103.7,90.84848,3.296592,0.368635087,0.130632784,0.173580702
9506,11.62843,2.365502,102.2,90.5929,3.380903,0.367351173,0.129930495,0.201460819
9506.5,11.6839,2.384674,102.3,89.97208,3.363832,0.364232465,0.128234189,0.190249123
9507,11.83869,2.404898,103.8,93.11826,3.583377,0.380037395,0.13697226,0.178422222
9507.5,11.71939,2.389935,102.7,95.99255,3.643613,0.394476478,0.145270782,0.187172515
9508,12.00123,2.339374,103.1,95.58087,3.750141,0.392408391,0.14406326,0.216740351
9508.5,11.68211,2.415835,103.2,92.38913,3.827694,0.376374589,0.134915561,0.172026316
9509,11.99079,2.422645,102.65,91.20245,3.73297,0.370413266,0.13160926,0.16804386
9509.5,11.95947,2.387977,103.4,91.33594,3.642712,0.371083857,0.131978668,0.188317544
9510,11.86344,2.382391,103.35,88.99429,3.5175,0.359320507,0.125589873,0.191584211
9510.5,11.71313,2.392717,103.1,86.99155,3.411648,0.349259682,0.120276588,0.185545614
9511,11.2258,2.321365,103.1,87.75282,3.528799,0.353083945,0.122280109,0.22727193
9511.5,10.96782,2.131185,105.7,89.20403,3.25371,0.360374142,0.126154287,0.338488304
9512,10.25502,2.193045,107.1,73.20238,2.9486,0.27998937,0.087189722,0.302312865
9512.5,8.690145,2.145365,104.9,65.83652,2.685949,0.24298675,0.071781626,0.330195906
9513,8.61499,2.191165,105.55,53.58998,2.323491,0.181465886,0.049189448,0.303412281
9513.5,8.584122,2.231734,103.9,50.93144,2.180521,0.16811063,0.044738426,0.279687719
9514,8.587851,2.235253,99.50002,50.75343,2.31539,0.167216392,0.044445805,0.277629825
9514.5,8.604252,2.238371,99.49997,45.53256,2.500741,0.140989193,0.036155311,0.275806433
9515,8.608727,2.276385,98.49998,57.99014,2.592282,0.203570223,0.056899719,0.253576023
9515.5,8.615437,2.24689,96.2,55.04346,2.731074,0.188767487,0.051688152,0.270824561
9516,8.673447,2.314995,97.29997,60.63105,2.784353,0.216836914,0.06174162,0.230997076
9516.5,8.736076,2.328053,95.59999,59.53636,2.931453,0.211337706,0.059714582,0.223360819
9517,8.841354,2.337776,99.20001,64.70299,3.065676,0.237292428,0.069537634,0.217674854
9517.5,8.97616,2.339451,99.55,66.56378,3.345046,0.246640163,0.073238699,0.216695322
9518,8.631691,2.292202,98.8,61.83698,3.335927,0.22289494,0.064007985,0.244326316
9518.5,8.617674,2.266121,100.4,41.18288,3.462952,0.119138444,0.02966157,0.259578363
9519,8.625429,2.249429,93.64996,25.8825,3.500902,0.042276523,0.0095052,0.269339766
9519.5,8.628859,2.259483,92.10001,25.30252,3.453977,0.039362976,0.008816558,0.263460234
9520,8.623341,2.256268,91.30002,21.346,3.31863,0.019487278,0.004253576,0.265340351
9520.5,8.631096,2.234168,91.39999,26.69481,3.203831,0.046357187,0.010478393,0.278264327
9521,8.640043,2.24975,91.59999,25.14522,3.109185,0.038572775,0.008630672,0.269152047
9521.5,8.644218,2.260495,90.39998,23.3105,3.126435,0.029356004,0.006490128,0.262868421
9522,8.642281,2.257118,91.44997,23.59599,3.088675,0.030790171,0.006819891,0.264843275
9522.5,8.648394,2.25789,91.40001,22.98314,3.002057,0.027711501,0.006113493,0.264391813
9523,8.644518,2.245464,91.99998,24.57506,2.957985,0.035708559,0.007960047,0.27165848
9523.5,8.642132,2.242528,92.40001,23.05243,2.968878,0.028059581,0.00619308,0.273375439
9524,8.646307,2.25275,91.49997,23.39892,2.893709,0.029800184,0.006592131,0.267397661
9524.5,8.642281,2.26668,91.45,22.716,2.916531,0.026369515,0.005807317,0.259251462
9525,8.652569,2.237725,89.79999,22.11245,2.95043,0.023337563,0.00511944,0.276184211
9525.5,8.650482,2.24013,90.90002,26.34286,2.931411,0.044589156,0.010055486,0.274777778
9526,8.646753,2.233727,90.85001,25.41145,2.869671,0.039910189,0.008945504,0.278522222
9526.5,8.648394,2.237781,90.7,25.4952,2.912154,0.04033091,0.009044767,0.276151462
9527,8.662411,2.236846,90.89999,25.25146,2.855827,0.039106475,0.008756178,0.276698246
9527.5,8.671356,2.246718,90.84998,22.83026,2.826515,0.026943503,0.005938144,0.270925146
9528,8.671356,2.241719,90.19998,22.24839,2.823607,0.024020462,0.005273907,0.273848538
9528.5,8.66927,2.209573,90,20.46018,2.733322,0.015037335,0.003263454,0.292647368
9529,8.665094,2.225093,89.75,24.74084,2.739542,0.03654136,0.008154531,0.283571345
9529.5,8.682543,2.269891,90,24.33309,2.691261,0.034493015,0.007676927,0.257373684
9530,8.700584,2.275538,89.54999,26.26288,2.653265,0.044187374,0.009959649,0.254071345
9530.5,8.681795,2.234281,89.80002,24.49362,2.649191,0.035299443,0.007864659,0.278198246
9531,8.675831,2.246427,89.60001,22.90562,2.634416,0.027322077,0.006024537,0.271095322
9531.5,8.665094,2.27008,89.99998,32.51881,2.6156,0.075614227,0.017762295,0.257263158
9532,8.648991,2.245432,89.69998,26.1617,2.641535,0.043679093,0.009838549,0.271677193
9532.5,8.652569,2.263076,88.79997,20.9019,2.640377,0.017256329,0.003755772,0.261359064
9533,8.663008,2.268259,89.09998,27.36392,2.644327,0.049718481,0.011287709,0.25832807
9533.5,8.655701,2.263595,89.24998,27.44263,2.650873,0.050113883,0.011383371,0.261055556
9534,8.656744,2.27494,88.8,25.41655,2.721602,0.039935809,0.008951546,0.254421053
9534.5,8.662411,2.262483,88.54999,23.31706,2.68208,0.029388958,0.006497692,0.261705848
9535,8.671356,2.303639,88.24998,27.03374,2.729965,0.048059812,0.010887471,0.237638012
9535.5,8.669121,2.310586,87.8,29.39876,2.819914,0.059940562,0.013792242,0.233575439
9536,8.658831,2.286938,87.60001,28.00168,2.770939,0.052922288,0.012065627,0.247404678
9536.5,8.660919,2.277701,87.49998,30.49048,2.791152,0.06542485,0.015163268,0.252806433
9537,8.671356,2.265978,87.09999,24.24834,2.735172,0.034067271,0.007577972,0.259661988
9537.5,8.667181,2.257696,86.94998,26.71442,2.744346,0.046455698,0.010502013,0.264505263
9538,8.671356,2.272392,87.39996,24.55776,2.740164,0.035621652,0.007939776,0.255911111
9538.5,8.671356,2.263108,87.7,26.83337,2.682127,0.047053247,0.010645414,0.261340351
9539,8.671356,2.277438,87.90001,25.95138,2.718362,0.042622544,0.009587328,0.252960234
9539.5,8.671356,2.264867,88.2,31.66389,2.754984,0.071319511,0.016658546,0.260311696
9540,8.671356,2.262084,88,29.19357,2.723222,0.058909783,0.013536702,0.261939181
9540.5,8.671356,2.269979,87.79999,24.78038,2.798413,0.03673999,0.008200978,0.257322222
9541,8.671356,2.247243,87.99998,27.41393,2.891676,0.049969708,0.011348479,0.270618129
9541.5,8.665094,2.258606,87.95,26.57473,2.915189,0.045753962,0.010333888,0.263973099
9542,8.669121,2.258964,87.94998,26.17087,2.886561,0.043725159,0.009849518,0.263763743
9542.5,8.688059,2.275385,88.09999,28.23951,2.887176,0.054117034,0.012357365,0.254160819
9543,8.678068,2.263709,88.00002,25.90789,2.82263,0.042404071,0.009535465,0.260988889
9543.5,8.717285,2.257018,88.14999,25.90451,2.910392,0.042387091,0.009531436,0.264901754
9544,8.733988,2.286051,87.90001,27.45451,2.78462,0.050173563,0.011397818,0.247923392
9544.5,8.733988,2.281989,88.25,26.73125,2.695395,0.046540245,0.010522289,0.25029883
9545,8.733988,2.279499,88.14999,29.35265,2.566801,0.059708927,0.013734758,0.251754971
9545.5,8.733988,2.265405,88.99997,29.69351,2.436682,0.061421247,0.014160502,0.259997076
9546,8.673445,2.309143,89.24998,29.78078,2.328616,0.061859651,0.014269806,0.234419298
9546.5,8.640043,2.309164,89.49998,34.08861,2.330441,0.083500165,0.019820922,0.234407018
9547,8.640043,2.290679,90.2,27.2371,2.417144,0.049081397,0.011133779,0.245216959
9547.5,8.650482,2.263336,90.69998,27.7213,2.521131,0.051513791,0.011722842,0.261207018
9548,8.653463,2.244654,90.2,26.3915,2.526118,0.0448335,0.010113819,0.272132164
9548.5,8.671356,2.263801,90.3,25.35707,2.525805,0.03963701,0.008881109,0.260935088
9549,8.671356,2.261221,89.59999,25.05265,2.46031,0.038107747,0.008521456,0.26244386
9549.5,8.671356,2.259395,89.2,27.01278,2.304352,0.047954519,0.010862121,0.263511696
9550,8.671356,2.283093,89.75,30.84968,2.26546,0.067229302,0.015618599,0.249653216
9550.5,8.671356,2.2933,89.54997,28.18907,2.245672,0.053863647,0.012295417,0.243684211
9551,8.671356,2.260451,88.99998,27.36898,2.329174,0.0497439,0.011293856,0.262894152
9551.5,8.671356,2.281923,88.20001,26.47917,2.418291,0.045273913,0.01021905,0.250337427
9552,8.660919,2.293877,88.14998,26.94871,2.501049,0.047632661,0.010784674,0.243346784
9552.5,8.63378,2.280751,88.20001,25.12821,2.772978,0.038487325,0.008610594,0.251022807
9553,8.640043,2.262205,87.59998,19.98288,2.571543,0.012639604,0.002734619,0.261868421
9553.5,8.623341,2.286577,87.8,27.10329,2.527154,0.048409199,0.010971636,0.247615789
9554,8.617674,2.273945,87.90001,29.59925,2.432154,0.060947729,0.014042582,0.255002924
9554.5,8.61499,2.263418,88.20001,27.20318,2.341473,0.048910999,0.01109265,0.261159064
9555,8.610813,2.248572,89.00002,27.788,2.405296,0.05184886,0.011804275,0.269840936
9555.5,8.615437,2.262649,89.15002,28.05912,2.583129,0.05321084,0.012136005,0.261608772
9556,8.619165,2.301231,89.19997,28.64661,2.860632,0.056162113,0.012858818,0.239046199
9556.5,8.610964,2.279141,88.3,26.64601,2.902254,0.046112039,0.01041964,0.251964327
9557,8.61499,2.259481,88.99998,27.89816,2.676294,0.052402252,0.011938922,0.263461404
9557.5,8.597542,2.268203,88.89998,28.06507,2.519239,0.05324073,0.012143298,0.258360819
9558,8.577412,2.239684,89.79999,27.76853,2.42232,0.051751052,0.011780497,0.275038596
9558.5,8.5795,2.241021,90.30002,27.77254,2.217164,0.051771196,0.011785394,0.274256725
9559,8.577412,2.242471,89.89998,26.39109,2.17659,0.04483144,0.010113327,0.273408772
9559.5,8.577412,2.232357,89.70001,28.95261,2.207837,0.057699314,0.013237475,0.279323392
9560,8.577412,2.252216,89.54999,29.87407,2.312501,0.062328296,0.014386786,0.267709942
9560.5,8.577412,2.273452,89.84999,27.1566,2.488041,0.048677003,0.0110362,0.255291228
9561,8.577412,2.279755,89.80002,25.2625,2.627808,0.039161935,0.008769229,0.251605263
9561.5,8.577412,2.26927,89.65001,25.22759,2.680013,0.038986563,0.008727964,0.257736842
9562,8.577412,2.272874,89.59999,30.84925,2.463421,0.067227142,0.015618052,0.25562924
9562.5,8.577412,2.266775,89.3,32.33852,2.199106,0.074708535,0.017528518,0.259195906
9563,8.577412,2.278918,88.80002,31.24219,2.090621,0.069201088,0.016118569,0.252094737
9563.5,8.608727,2.251024,89.89999,34.3729,2.11255,0.084928304,0.020198211,0.268407018
9564,8.604252,2.246064,90.54999,42.03058,2.294897,0.123396891,0.030898736,0.271307602
9564.5,8.612902,2.257411,91.14996,63.64794,2.8883,0.231992352,0.067478247,0.26467193
9565,8.708935,2.324121,92.49998,72.68843,3.383376,0.277407527,0.086066531,0.225660234
9565.5,8.702673,2.368788,94.09998,85.89159,3.561068,0.343734,0.117416188,0.199539181
9566,8.690145,2.429724,93.39999,85.37587,3.554529,0.341143265,0.116088974,0.163904094
9566.5,8.702671,2.37964,93.89998,86.68391,3.626951,0.347714244,0.119472496,0.193192982
9567,8.767391,2.389593,91.45,90.63428,4.374429,0.367559047,0.130044043,0.187372515
9567.5,8.765303,2.471082,88.04999,96.78595,3.08497,0.398462147,0.147616092,0.139718129
9568,8.811234,2.421374,88.60001,80.28148,2.666774,0.315551443,0.103441572,0.168787135
9568.5,8.865515,2.346492,90.90002,73.90562,2.49743,0.283522118,0.088738688,0.212577778
9569,8.881618,2.259259,92.20001,55.1457,2.232417,0.189281093,0.051865682,0.263591228
9569.5,8.921879,2.215757,94.89999,52.93988,2.122005,0.178200089,0.048086905,0.289030994
9570,8.888477,2.219241,96.84999,51.06427,2.119013,0.168777906,0.044957215,0.286993567
9570.5,8.870434,2.173227,98.19998,50.56541,2.36395,0.166271867,0.044137458,0.313902339
9571,8.857162,2.274662,96.69997,56.07946,2.645685,0.193971864,0.053497936,0.254583626
9571.5,8.823759,2.350592,95.20001,64.06627,3.118842,0.234093846,0.068291451,0.210180117
9572,8.74741,2.347832,93.89999,69.83591,3.249463,0.263077806,0.079966014,0.211794152
9572.5,8.702671,2.390189,90.89999,69.31757,3.107918,0.26047391,0.078881341,0.187023977
9573,8.709381,2.353266,91.35002,69.37692,3.247523,0.260772056,0.07900517,0.208616374
9573.5,8.75069,2.347212,92.79997,80.15477,3.207495,0.314914911,0.103137458,0.212156725
9574,8.890564,2.433829,94.59999,93.6192,3.720073,0.382553882,0.138396529,0.161503509
9574.5,8.763067,2.427064,94.35001,96.75743,3.969626,0.398318876,0.14753137,0.165459649
9575,8.733988,2.427431,94.3,96.43323,4.082451,0.396690247,0.146570482,0.165245029
9575.5,8.733988,2.443761,93.15001,95.6024,3.528857,0.392516548,0.144126252,0.155695322
9576,8.759039,2.424698,91.40001,92.56989,3.4133,0.377282642,0.135423641,0.166843275
9576.5,8.767542,2.384226,92.99998,89.94272,3.100733,0.364084974,0.128154303,0.190511111
9577,9.216246,2.343594,94.25002,90.78299,3.153118,0.368306096,0.130452609,0.214272515
9577.5,9.299902,2.384797,96.09998,94.62457,3.331294,0.387604389,0.141282877,0.190177193
9578,9.207895,2.431826,99.10001,98.1024,3.576015,0.405075373,0.151560831,0.162674854
9578.5,9.105598,2.396605,99.94998,88.15979,3.650399,0.355128371,0.123359265,0.18327193
9579,9.013592,2.399908,97.50002,84.48627,3.266569,0.336674333,0.113820197,0.181340351
9579.5,8.746515,2.363563,97.95,80.55913,2.700494,0.316946226,0.10410969,0.202594737
9580,8.738462,2.308143,95.7,80.27893,2.568429,0.315538633,0.103435447,0.235004094
9580.5,8.796619,2.343623,92.7,83.36536,2.897501,0.331043407,0.110998278,0.214255556
9581,8.830021,2.394649,91.49997,78.0396,2.798853,0.304289291,0.098133528,0.184415789
9581.5,8.765303,2.30859,93.50002,78.5484,2.848959,0.306845263,0.099324788,0.23474269
9582,8.782003,2.313206,96.59999,82.0379,2.851017,0.324374872,0.107708648,0.232043275
9582.5,8.756357,2.326812,97.45,71.42912,2.729277,0.271081345,0.083345659,0.22408655
9583,8.744427,2.334706,98.39999,70.02466,2.931047,0.264025998,0.080362793,0.219470175
9583.5,8.807058,2.350997,97.40001,90.14262,3.060755,0.365089178,0.128698816,0.209943275
9584,8.865961,2.353236,96.14999,92.26842,2.98636,0.375768198,0.134576927,0.208633918
9584.5,8.93232,2.37136,98.00002,91.30392,2.847603,0.370923003,0.131890001,0.198035088
9585,8.827934,2.332179,97.24998,78.99539,2.641166,0.309090731,0.100377794,0.220947953
9585.5,8.744425,2.289479,98.89998,78.6478,2.463998,0.307344602,0.099558427,0.245918713
9586,8.97109,2.285474,99.39998,77.91188,2.61248,0.303647686,0.09783572,0.248260819
9586.5,9.364471,2.324934,101.3,92.58321,2.959451,0.377349555,0.135461128,0.225184795
9587,9.523584,2.386308,100.05,90.44736,3.201935,0.366620048,0.129531609,0.189293567
9587.5,8.990774,2.319878,98.79997,87.16791,3.18396,0.350145632,0.120738987,0.22814152
9588,8.765303,2.30773,101.95,73.83188,3.112062,0.283151682,0.088575608,0.235245614
9588.5,8.765303,2.305731,98.64999,82.48853,2.956597,0.326638625,0.10881907,0.23641462
9589,8.765303,2.375814,99.99998,82.51219,2.615301,0.326757482,0.10887755,0.195430409
9589.5,8.767391,2.334468,97.50002,78.84717,2.880591,0.308346143,0.100027949,0.219609357
9590,8.787672,2.326046,96.14998,90.82733,2.665239,0.368528839,0.13057458,0.224534503
9590.5,8.771566,2.37902,97,91.20972,3.420694,0.370449787,0.131629362,0.193555556
9591,8.76754,2.433186,95.64999,92.36121,4.360036,0.376234332,0.134837189,0.161879532
9591.5,8.773655,2.441945,94.95001,92.02916,4.101965,0.374566268,0.133907274,0.15675731
9592,8.794384,2.461069,94.09999,88.61626,4.156423,0.357421462,0.124576432,0.145573684
9592.5,8.792444,2.427032,95.75,89.70251,3.663685,0.362878272,0.12750184,0.165478363
9593,8.794533,2.436926,97.5,83.448,2.757518,0.331458552,0.111204938,0.159692398
9593.5,8.772015,2.32825,98.54999,59.88813,2.0551,0.213104833,0.06036284,0.223245614
9594,8.765303,2.249189,99.90001,50.14827,2.373859,0.164176352,0.043456022,0.269480117
9594.5,8.765303,2.290539,99.09999,61.16671,2.546263,0.219527818,0.062743967,0.24529883
9595,8.765303,2.414531,97.7,81.47273,2.898524,0.321535723,0.106325064,0.172788889
9595.5,8.736225,2.393021,96.29997,83.01323,3.346458,0.329274472,0.110120161,0.185367836
9596,8.681795,2.315872,96.09998,58.2178,2.80125,0.20471388,0.057310658,0.230484211
9596.5,8.671356,2.22253,96.35002,43.33314,2.434239,0.129940341,0.03282627,0.285070175
9597,8.673594,2.216453,95.74998,32.58642,2.268349,0.075953868,0.017850103,0.288623977
9597.5,8.673445,2.21113,94.89999,31.20463,2.170368,0.069012404,0.016070617,0.291736842
9598,8.671356,2.237071,94.45,24.32766,2.300417,0.034465738,0.007670583,0.276566667
9598.5,8.689251,2.227119,94.10001,30.17528,2.219796,0.063841433,0.014765445,0.28238655
9599,8.68597,2.225222,94.09999,35.12807,1.860871,0.088721923,0.021207156,0.283495906
9599.5,8.689251,2.195165,95.10001,40.2995,2.026119,0.114700758,0.028386628,0.301073099
9600,8.68597,2.220842,95.10002,49.74994,2.241008,0.162175329,0.042808723,0.28605731
9600.5,8.698198,2.349984,95.00002,67.40958,2.395913,0.250889064,0.07495053,0.210535673
9601,8.690145,2.377084,94.59998,65.3999,3.180246,0.240793376,0.070913389,0.194687719
9601.5,8.694321,2.27875,93.49998,55.44805,3.229629,0.190799957,0.052392055,0.252192982
9602,8.71162,2.254766,94.15002,33.88474,2.787775,0.082476018,0.019551209,0.266218713
9602.5,8.733988,2.194917,93.95,25.81643,2.913575,0.041944619,0.009426492,0.301218129
9603,8.733988,2.204133,94.5,23.24809,3.072286,0.029042485,0.006418202,0.295828655
9603.5,8.733988,2.189577,94.20001,22.69457,2.930942,0.026261861,0.005782801,0.304340936
9604,8.733988,2.211519,93.59999,21.36236,2.850188,0.019569463,0.004271969,0.291509357
9604.5,8.733988,2.199351,92.79999,25.2767,2.906446,0.039233269,0.00878602,0.298625146
9605,8.733988,2.211836,92.05002,24.11747,2.947154,0.033409842,0.00742538,0.291323977
9605.5,8.733988,2.205379,90.74998,24.55126,2.945959,0.035588999,0.007932161,0.2951
9606,8.733988,2.210129,91.00002,24.51066,2.927641,0.035385044,0.007884609,0.292322222
9606.5,8.733988,2.199824,91.35001,24.58727,2.802963,0.035769896,0.007974357,0.298348538
9607,8.733988,2.221742,92.3,25.99391,2.836132,0.042836195,0.009638074,0.285530994
9607.5,8.733988,2.21483,93.09998,23.7176,2.780595,0.031401083,0.006960728,0.289573099
9608,8.733988,2.197244,93.10001,27.30178,2.776239,0.049406319,0.011212254,0.29985731
9608.5,8.733988,2.206498,93.5,21.42301,2.808726,0.01987414,0.004340189,0.294445614
9609,8.733988,2.202244,94.19998,23.62561,2.799935,0.030938968,0.006854174,0.296933333
9609.5,8.733988,2.178611,94.14999,24.06397,2.78756,0.033141083,0.007363074,0.310753801
9610,8.733988,2.195681,95.49998,24.01893,2.642732,0.032914823,0.007310653,0.300771345
9610.5,8.733988,2.200949,96.15001,25.29424,2.341317,0.039321381,0.008806764,0.297690643
9611,8.733988,2.175997,96.24998,25.65023,2.196404,0.041109708,0.009228795,0.312282456
9611.5,8.733988,2.187425,96.40001,26.56392,2.13202,0.045699657,0.01032089,0.305599415
9612,8.733988,2.203047,94.95,27.66673,2.027332,0.051239657,0.01165627,0.296463743
9612.5,8.733988,2.252425,93.99997,28.86414,1.979632,0.057254882,0.013127846,0.267587719
9613,8.733988,2.259119,93.90002,28.89331,2.083872,0.057401418,0.013163978,0.263673099
9613.5,8.733988,2.273685,93.45001,43.75539,2.269524,0.132061526,0.033458092,0.255154971
9614,8.733988,2.361898,95.59999,59.16628,2.396823,0.209478598,0.059035746,0.203568421
9614.5,8.736225,2.338208,95.2,68.43327,2.510745,0.256031602,0.077047503,0.217422222
9615,8.733988,2.278863,95.65001,45.70245,3.303068,0.141842641,0.036416403,0.252126901
9615.5,8.733988,2.286622,98.60001,43.02417,2.844929,0.12838822,0.032366124,0.247589474
9616,8.733988,2.266077,97.20003,42.22957,2.689633,0.124396523,0.031191113,0.259604094
9616.5,8.742937,2.265965,97.05002,40.97503,2.64481,0.118094304,0.029360283,0.259669591
9617,8.746513,2.217329,95.79997,30.31132,2.609784,0.064524834,0.014936947,0.288111696
9617.5,8.74234,2.231683,93.59999,32.54741,2.610718,0.0757579,0.017799429,0.279717544
9618,8.765303,2.206358,93.20001,34.02236,2.357907,0.083167356,0.019733198,0.294527485
9618.5,8.771566,2.207753,93.5,33.76719,2.747496,0.081885502,0.019396017,0.293711696
9619,8.789909,2.213811,93.19998,28.0316,3.632095,0.053072592,0.01210228,0.290169006
9619.5,8.78618,2.234794,92.99998,26.76742,3.569621,0.046721946,0.01056588,0.277898246
9620,8.794533,2.257929,91.59998,27.92189,3.486512,0.052521461,0.011967952,0.264369006
9620.5,8.789909,2.252274,91.14999,27.26672,3.416532,0.049230194,0.011169708,0.267676023
9621,8.796619,2.241175,90.59999,26.22732,3.332282,0.044008737,0.00991707,0.274166667
9621.5,8.792147,2.22937,90,28.01737,3.265409,0.053001107,0.012084846,0.281070175
9622,8.794533,2.257099,89.85002,28.00293,3.198821,0.052928567,0.012067158,0.264854386
9622.5,8.794533,2.245166,89.3,27.97386,3.321636,0.052782533,0.01203156,0.271832749
9623,8.792147,2.268979,88.85002,25.22194,3.305621,0.03895818,0.008721287,0.257907018
9623.5,8.78618,2.28116,88.89999,25.49346,3.221618,0.040322169,0.009042704,0.250783626
9624,8.796619,2.27866,89.00002,24.57232,3.107152,0.035694794,0.007956836,0.252245614
9624.5,8.794533,2.257322,90.39999,25.9079,2.838091,0.042404121,0.009535477,0.264723977
9625,8.796619,2.236232,91.49998,27.01801,2.575272,0.047980792,0.010868445,0.27705731
9625.5,8.792444,2.250035,92.29997,31.26374,2.410391,0.069309345,0.016146092,0.26898538
9626,8.796619,2.257174,93.34998,31.93335,2.288124,0.072673151,0.017005123,0.264810526
9626.5,8.796619,2.258779,93.54999,27.97197,2.65772,0.052773039,0.012029246,0.26387193
9627,8.796619,2.264303,93.59999,30.41003,2.796943,0.065020707,0.015061576,0.26064152
9627.5,8.798857,2.265168,93.94998,35.28991,2.885714,0.089534932,0.021424663,0.260135673
9628,8.796619,2.24436,93.79999,35.44157,2.70462,0.0902968,0.0216289,0.272304094
9628.5,8.796619,2.269766,92.94998,37.72389,2.77799,0.101762104,0.024751132,0.257446784
9629,8.852987,2.259639,93.15001,38.38335,2.780664,0.105074921,0.025670507,0.263369006
9629.5,8.895039,2.246219,92.90001,46.64573,2.591947,0.146581237,0.037876502,0.271216959
9630,8.930231,2.288187,91.64999,48.28462,2.715641,0.15481425,0.040455916,0.246674269
9630.5,8.921879,2.303725,91.24998,45.37535,3.023333,0.140199444,0.035914215,0.237587719
9631,8.919641,2.283747,91.2,41.14356,3.149538,0.118940919,0.029604512,0.24927076
9631.5,8.800795,2.232662,92.39999,37.81643,3.392488,0.102226981,0.024879674,0.279145029
9632,8.752777,2.207804,93.59998,32.28344,3.26783,0.074431839,0.017457205,0.293681871
9632.5,8.704908,2.216141,93.5,32.21703,3.199428,0.074098226,0.017371291,0.288806433
9633,8.702671,2.212971,92.99997,26.03257,3.148645,0.043030404,0.009684226,0.290660234
9633.5,8.702671,2.23047,92.89999,29.97057,3.315654,0.062813066,0.014507939,0.280426901
9634,8.681795,2.231515,92.09999,23.56428,3.081051,0.030630875,0.006783204,0.279815789
9634.5,8.646753,2.250144,91.45001,27.98926,2.839552,0.052859896,0.012050417,0.268921637
9635,8.640043,2.260576,91,29.65284,2.494378,0.06121694,0.014109606,0.262821053
9635.5,8.640043,2.2689,90.90002,29.53136,2.381591,0.060606682,0.013957739,0.257953216
9636,8.640043,2.254582,91.24998,29.45319,2.266995,0.060213992,0.013860141,0.266326316
9636.5,8.640043,2.231963,91.99998,33.41709,2.280474,0.080126764,0.018935196,0.279553801
9637,8.640043,2.211718,91.2,32.8434,2.430497,0.077244815,0.018184553,0.291392982
9637.5,8.640043,2.224449,92.45001,31.37162,2.33357,0.069851283,0.016283989,0.283947953
9638,8.640043,2.19795,92.89999,32.78831,2.030504,0.076968068,0.018112762,0.299444444
9638.5,8.640043,2.153142,94.04997,39.064,1.85683,0.108494187,0.026627651,0.325647953
9639,8.640043,2.182873,94.49997,36.57432,1.938687,0.095987204,0.023167036,0.308261404
9639.5,8.640043,2.209169,94.39998,39.3259,2.151342,0.109809849,0.026998182,0.292883626
9640,8.640043,2.216559,91.89999,31.81374,2.340392,0.072072287,0.016851133,0.288561988
9640.5,8.640043,2.242211,92.59998,29.13071,2.527075,0.058594004,0.013458552,0.273560819
9641,8.640043,2.213814,92.49997,30.43664,2.660382,0.065154383,0.015095201,0.290167251
9641.5,8.640043,2.238042,93.45,27.60866,2.696518,0.05094794,0.011585479,0.27599883
9642,8.640043,2.236811,93,20.7961,3.002789,0.016724839,0.003637598,0.276718713
9642.5,8.640043,2.241323,92.70001,23.14432,3.431582,0.028521193,0.006298736,0.274080117
9643,8.640043,2.235715,92.20003,21.37554,3.147547,0.019635673,0.00428679,0.277359649
9643.5,8.640043,2.233332,91.39996,23.25193,3.124926,0.029061775,0.006422626,0.278753216
9644,8.640043,2.226495,91.7,20.66103,2.991465,0.016046311,0.003486964,0.282751462
9644.5,8.640043,2.219809,91.8,21.08594,3.004303,0.018180859,0.003961722,0.286661404
9645,8.628859,2.232774,91.89999,26.48942,2.938338,0.045325404,0.010231361,0.279079532
9645.5,8.577412,2.21416,92.25002,30.33184,2.906631,0.064627917,0.014962842,0.289964912
9646,8.584122,2.209702,91.7,26.33671,2.889881,0.044558261,0.010048114,0.29257193
9646.5,8.5795,2.208551,91.55002,23.80493,2.936445,0.031839788,0.007062002,0.293245029
9647,8.590832,2.218665,92.04999,22.69262,2.990617,0.026252065,0.00578057,0.287330409
9647.5,8.644218,2.219,91.79999,24.1546,3.026138,0.033596365,0.007468647,0.287134503
9648,8.65048,2.21568,91.89999,23.36556,3.05319,0.029632599,0.006553633,0.289076023
9648.5,8.640043,2.227889,92.75,20.70608,3.045359,0.016272621,0.003537176,0.281936257
