MD,CALI,DEN_QI_EDIT,DT_QI_EDIT,GR,RT,IGR,VSH,porosity
8567,12.06559,2.311219,113.6875,94.36386,2.628696,0.386294704,0.140530802,0.233205263
8567.5,12.35775,2.331357,110.6904,94.09395,2.676813,0.384938803,0.139754845,0.221428655
8568,12.45454,2.315718,110.2907,91.68706,2.670066,0.372847719,0.132953366,0.230574269
8568.5,12.55311,2.291111,109.0463,89.10884,2.644488,0.359895953,0.12589794,0.244964327
8569,12.61827,2.32804,109.2085,88.67638,2.626518,0.357723477,0.124737275,0.223368421
8569.5,12.74796,2.305375,110.3148,91.58357,2.610851,0.372327834,0.132665622,0.236622807
8570,12.45521,2.261252,111.7569,94.17294,2.629852,0.385335612,0.139981652,0.262425731
8570.5,12.68284,2.293606,111.1938,92.89383,2.698967,0.378909964,0.136337138,0.243505263
8571,12.6825,2.304497,111.2425,94.96049,2.725291,0.389291893,0.142255643,0.237136257
8571.5,12.71568,2.318699,110.6996,92.35844,2.722125,0.376220416,0.134829415,0.228830994
8572,12.78007,2.326421,110.8071,92.2693,2.709478,0.375772619,0.134579394,0.224315205
8572.5,12.84583,2.32462,112.2607,93.48256,2.676779,0.381867467,0.138007123,0.225368421
8573,12.71552,2.289425,112.8,93.33997,2.640996,0.381151162,0.137601491,0.245950292
8573.5,12.8133,2.272122,112.8,93.00462,2.635245,0.379466521,0.136650437,0.256069006
8574,12.84501,2.241683,112.7994,93.92685,2.615412,0.384099371,0.139275805,0.273869591
8574.5,12.71489,2.2734,111.491,90.94562,2.588373,0.369123072,0.130900315,0.255321637
8575,12.78014,2.315372,111.0492,89.82492,2.560472,0.363493202,0.12783408,0.230776608
8575.5,12.74772,2.299984,110.9993,87.31641,2.489179,0.350891626,0.121129156,0.239775439
8576,12.87721,2.283173,110.9501,87.07657,2.387321,0.349686783,0.120499371,0.249606433
8576.5,12.8108,2.300464,112.1993,83.05495,2.314938,0.329484053,0.110223992,0.239494737
8577,12.64899,2.329997,112.1512,90.89023,2.285054,0.368844819,0.130747726,0.222223977
8577.5,12.74741,2.323124,112.4991,88.27417,2.283128,0.355702963,0.123663585,0.226243275
8578,12.71458,2.30379,112.398,93.63916,2.289011,0.382654152,0.13845347,0.237549708
8578.5,12.71515,2.317534,112.25,96.02829,2.296242,0.394656019,0.145375915,0.229512281
8579,12.78012,2.332648,113.6095,90.94484,2.291235,0.369119154,0.130898166,0.220673684
8579.5,12.68234,2.307549,113.2559,96.38394,2.276119,0.396442637,0.146424744,0.235351462
8580,12.71502,2.317939,114.4975,88.1347,2.279883,0.355002331,0.123292571,0.229275439
8580.5,12.71443,2.291261,114.1911,91.5258,2.292754,0.372037624,0.132505166,0.244876608
8581,12.61722,2.311296,113.2525,90.89961,2.313647,0.36889194,0.130773559,0.233160234
8581.5,12.65052,2.305562,113.6058,93.25772,2.366358,0.380737977,0.137367849,0.23651345
8582,12.71484,2.315558,113.9008,91.39651,2.444994,0.371388132,0.132146494,0.230667836
8582.5,12.64782,2.257747,112.9716,92.22061,2.626444,0.375528023,0.134442949,0.264475439
8583,12.48582,2.271399,109.8163,90.68074,2.806492,0.36779244,0.130171603,0.256491813
8583.5,12.55199,2.34067,108.2259,91.44113,2.939365,0.371612282,0.13227021,0.215982456
8584,12.48702,2.33004,107.0915,96.43761,3.153069,0.39671225,0.146583437,0.22219883
8584.5,12.52051,2.302963,107.1492,96.81117,3.421342,0.39858884,0.147691037,0.238033333
8585,12.61782,2.269881,106.9797,91.17108,3.761439,0.370255678,0.131522541,0.257379532
8585.5,12.45436,2.296724,103.931,84.87703,4.247512,0.338637327,0.114813564,0.241681871
8586,12.51942,2.377725,99.86171,83.0031,4.854873,0.329223583,0.110094959,0.194312865
8586.5,12.45446,2.404053,93.61656,78.80312,5.984546,0.308124857,0.099924106,0.178916374
8587,12.48712,2.451507,89.8996,73.16043,7.421719,0.279778633,0.087097765,0.151165497
8587.5,12.48628,2.46079,88.72394,63.49733,9.398351,0.231235758,0.067186543,0.145736842
8588,12.38822,2.406333,92.55222,60.27052,13.43941,0.215025781,0.061070867,0.177583041
8588.5,12.35632,2.273358,99.46216,50.49241,23.39567,0.16590515,0.044017942,0.255346199
8589,12.35686,2.263194,104.8011,40.44298,46.81504,0.115421534,0.02859272,0.261290058
8589.5,12.39118,2.150957,109.6504,37.49007,104.9552,0.100587502,0.024427027,0.326925731
8590,12.69256,2.130316,114.88,33.31907,154.3822,0.079634357,0.018806549,0.338996491
8590.5,13.99186,2.237641,117.7542,32.42294,153.7637,0.075132621,0.017637915,0.276233333
8591,13.95681,2.270285,119.9189,30.21762,157.9534,0.06405413,0.01481879,0.257143275
8591.5,14.38096,2.205646,125.3266,36.7991,220.1472,0.097116393,0.023474938,0.29494386
8592,14.53454,2.163912,124.8146,33.99583,295.4096,0.083034082,0.01969809,0.319349708
8592.5,14.17161,2.214819,122.6505,29.35917,379.2571,0.05974168,0.013742884,0.289579532
8593,13.75785,2.2153,120.1936,30.144,468.7377,0.063684297,0.014726054,0.289298246
8593.5,14.18964,2.244634,116.8456,29.1053,503.5945,0.058466356,0.013426979,0.27214386
8594,14.66855,2.22605,114.5,27.4307,412.2439,0.050053953,0.011368866,0.283011696
8594.5,14.83136,2.254316,114.75,28.5999,319.7095,0.055927464,0.012801149,0.266481871
8595,14.83136,2.319796,117.3,28.31216,290.0129,0.054481994,0.01244666,0.228189474
8595.5,14.83136,2.077895,118.05,25.97331,296.6381,0.04273271,0.009613491,0.369652047
8596,14.11499,2.262586,114.9,27.59081,357.6096,0.05085827,0.01156373,0.261645614
8596.5,13.10515,2.264759,112.6949,29.11229,477.7565,0.058501471,0.013435664,0.260374854
8597,13.85534,2.247837,109.6952,29.98087,548.4595,0.062864809,0.014520879,0.27027076
8597.5,14.2134,2.240662,107.4006,29.21548,616.8567,0.059019849,0.013563956,0.274466667
8598,14.60399,2.252825,108.8026,26.96597,544.5524,0.047719368,0.010805531,0.267353801
8598.5,14.66841,2.234498,110.102,26.98364,352.9894,0.047808133,0.010826889,0.278071345
8599,14.37518,2.213105,108.9004,29.12121,252.3071,0.058546281,0.013446747,0.290581871
8599.5,14.27776,2.231622,109.6024,27.91073,180.6648,0.052465398,0.011954298,0.279753216
8600,14.34298,2.223527,112.803,26.86221,117.5995,0.047198126,0.010680216,0.284487135
8600.5,14.34261,2.157491,113.0041,33.23686,86.07372,0.079221373,0.018698776,0.323104678
8601,13.91861,2.171309,115.5054,37.72554,65.9432,0.101770393,0.024753423,0.315023977
8601.5,13.2672,2.137024,118.6097,37.35855,53.21901,0.099926807,0.024245152,0.335073684
8602,13.17062,2.180906,116.0056,41.91486,52.6498,0.122815568,0.030729053,0.309411696
8602.5,13.2359,2.168049,118.6032,40.47099,58.04959,0.115562244,0.028632998,0.316930409
8603,13.23552,2.147264,118.6458,38.1694,68.98011,0.104000137,0.025371376,0.32908538
8603.5,12.94212,2.147027,117.1945,36.40182,92.63977,0.095120645,0.022931351,0.329223977
8604,12.84512,2.162603,115.8426,35.37386,146.8679,0.089956657,0.021537667,0.320115205
8604.5,12.97596,2.211547,113.5913,33.3089,203.3552,0.079583268,0.01879321,0.291492982
8605,13.26885,2.224022,111.3937,30.771,252.2133,0.066834051,0.015518682,0.284197661
8605.5,13.36636,2.218666,111.0994,29.6033,281.6911,0.060968074,0.014047646,0.287329825
8606,13.43133,2.238122,111.0996,30.78162,282.7049,0.066887401,0.015532162,0.275952047
8606.5,13.33378,2.246263,110.9482,31.65088,260.367,0.071254154,0.016641843,0.271191228
8607,13.43153,2.210384,109.5985,29.66799,214.69,0.061293047,0.014128562,0.292173099
8607.5,13.46411,2.202502,109.7028,28.47201,183.3054,0.055285005,0.012643429,0.296782456
8608,13.52867,2.210372,111.104,30.84851,174.0908,0.067223425,0.015617112,0.292180117
8608.5,13.59438,2.224079,111.4986,32.53539,174.3056,0.075697517,0.017783821,0.284164327
8609,13.75764,2.203483,109.9456,28.48752,182.0973,0.05536292,0.012662543,0.296208772
8609.5,13.88801,2.224966,109.6046,30.8143,191.1153,0.06705157,0.015573657,0.283645614
8610,14.34432,2.197948,111.5093,32.604,193.2033,0.076042182,0.017872947,0.299445614
8610.5,14.44227,2.176107,112.811,31.74483,210.5586,0.071726115,0.016762524,0.312218129
8611,14.83285,2.106922,116.2083,33.27444,198.8354,0.079410157,0.018748027,0.352677193
8611.5,15.0275,2.123676,116.582,34.68191,157.1478,0.086480625,0.020609878,0.342879532
8612,14.99232,2.149069,112.471,35.26825,120.3951,0.089426122,0.021395527,0.328029825
8612.5,14.15018,2.183438,109.0795,36.81219,92.6115,0.097182151,0.023492897,0.307930994
8613,14.70543,2.181064,107.4945,39.22771,63.26463,0.109316589,0.026859118,0.309319298
8613.5,15.19387,2.147119,107.8117,32.57965,38.54882,0.075919859,0.017841307,0.329170175
8614,15.74774,2.172652,111.0182,38.05624,27.82859,0.103431674,0.025213496,0.314238596
8614.5,16.39784,2.142494,112.8579,35.53277,25.76028,0.090754946,0.021751909,0.331874854
8615,16.59007,2.02369,112.9972,44.29139,28.01624,0.134754138,0.034265087,0.401350877
8615.5,16.45688,2.143904,111.5,44.65396,36.99487,0.13657552,0.034814137,0.331050292
8616,15.41811,2.221309,112.4036,50.02396,43.48484,0.163551877,0.043253658,0.285784211
8616.5,15.58205,2.235205,112.2111,42.0401,39.25109,0.123444715,0.030912707,0.277657895
8617,15.77816,2.216834,113.8143,40.17499,30.02326,0.114075279,0.028208092,0.28840117
8617.5,16.23506,2.230719,115.1157,37.08202,22.87044,0.09853765,0.02386375,0.280281287
8618,16.52907,2.100886,117.001,38.69033,19.67538,0.106617044,0.02610115,0.356207018
8618.5,17.30878,2.077072,115.0353,48.58591,21.23856,0.156327789,0.040936064,0.370133333
8619,17.27063,2.172123,113.8925,50.33925,26.68986,0.165135746,0.043767551,0.314547953
8619.5,16.26189,2.175168,115.3472,50.23016,34.01481,0.164587729,0.043589508,0.312767251
8620,16.03459,2.176038,114.4042,46.34758,49.79646,0.145083471,0.037413077,0.31225848
8620.5,15.80601,2.152968,117.8009,35.27922,82.09068,0.08948123,0.021410282,0.325749708
8621,15.61256,2.222925,117.399,34.32655,93.37635,0.084695464,0.020136605,0.284839181
8621.5,15.84272,2.223076,117.6135,36.00491,72.57862,0.093126756,0.022391041,0.284750877
8622,16.00552,2.182844,121.7622,38.57202,57.04924,0.10602271,0.025934978,0.308278363
8622.5,16.16833,2.199324,117.6168,37.02573,50.22811,0.098254876,0.023786279,0.298640936
8623,16.23041,2.207072,119.7271,36.61655,45.38559,0.096199348,0.023224815,0.294109942
8623.5,15.64156,2.150601,122.2185,39.95207,39.05795,0.112955433,0.02788916,0.327133918
8624,15.45224,2.206211,119.1,48.16624,33.95134,0.154219564,0.040267769,0.29461345
8624.5,16.07358,2.206211,120.2029,52.00753,32.65804,0.173516401,0.046521709,0.29461345
8625,16.43094,2.215019,119.8008,60.58229,36.69667,0.216591967,0.061650721,0.289462573
8625.5,16.75569,2.215019,120.159,60.85257,43.87344,0.217949727,0.062155298,0.289462573
8626,16.88065,2.223827,122.1973,60.79815,45.39647,0.217676346,0.062053562,0.284311696
8626.5,16.19295,2.223827,121.9973,59.4266,40.63382,0.210786323,0.059512912,0.284311696
8627,15.87069,2.223827,121.7976,57.78566,30.51382,0.202543011,0.056531648,0.284311696
8627.5,15.81013,2.232635,122.0978,55.1025,18.67178,0.189064076,0.051790641,0.279160819
8628,16.13951,2.232635,121.6832,54.80489,12.12078,0.187569023,0.051274805,0.279160819
8628.5,16.69179,2.232635,119.8734,62.4205,10.6251,0.22582627,0.065117329,0.279160819
8629,16.81534,2.232635,117.7702,77.14526,9.883861,0.299796547,0.096058433,0.279160819
8629.5,15.77296,2.160049,113.6709,84.73875,9.926008,0.337942673,0.114461465,0.321608772
8630,16.42018,2.183566,111.6168,97.439,12.11522,0.401742763,0.149564592,0.30785614
8630.5,15.83298,2.119036,114.0822,104.8744,17.03019,0.43909472,0.172944979,0.345592982
8631,15.28135,2.037229,116.3303,104.8716,21.51516,0.439080654,0.172935746,0.393433333
8631.5,15.28576,1.969402,117.714,97.50343,23.37065,0.402066429,0.149757722,0.433098246
8632,15.15471,1.979047,117.7109,101.4638,24.27991,0.421961468,0.161942085,0.427457895
8632.5,14.99072,1.99909,118.5623,85.36412,25.86663,0.341084239,0.116058838,0.415736842
8633,14.62891,1.950713,119.313,82.6454,29.86008,0.327426667,0.109207137,0.444027485
8633.5,13.5547,1.965644,121.812,81.95132,34.58487,0.323939935,0.107496039,0.435295906
8634,13.16508,1.920046,122.5521,73.99884,39.20053,0.283990411,0.088945071,0.461961404
8634.5,12.83964,1.863126,121.105,75.89017,43.22696,0.293491564,0.093186335,0.495247953
8635,12.48322,1.877711,122.4956,78.17978,45.0929,0.30499349,0.098460955,0.486718713
8635.5,12.42153,1.887585,122.1953,73.28453,44.03548,0.280402053,0.087369943,0.480944444
8636,12.45559,1.920835,121.8962,71.2303,39.06013,0.270082567,0.082920108,0.4615
8636.5,12.61732,1.915223,122.8481,68.33238,35.24434,0.255524778,0.076839605,0.464781871
8637,12.584,1.903774,121.5003,62.29494,30.91921,0.225195516,0.064877919,0.471477193
8637.5,12.58396,1.952385,121.7044,61.71241,26.36313,0.222269159,0.06377224,0.443049708
8638,12.55193,2.001065,122.0084,61.27807,21.46932,0.220087239,0.062953218,0.414581871
8638.5,12.61658,1.968937,122.9008,62.10612,15.27576,0.224246973,0.064518618,0.433370175
8639,12.55014,1.915041,121.5854,65.36174,10.36278,0.240601678,0.070837738,0.464888304
8639.5,12.38813,2.009128,121.4846,59.03184,7.916161,0.208803234,0.058789943,0.409866667
8640,12.45401,2.105389,120.3078,78.97296,6.507578,0.308978053,0.100324809,0.353573684
8640.5,12.38852,2.135497,114.733,82.45642,5.572796,0.32647732,0.108739733,0.335966667
8641,12.38792,2.24391,111.9883,99.90045,5.179251,0.414107932,0.157057929,0.272567251
8641.5,12.28887,2.286343,108.57,103.346,5.381914,0.431416756,0.1679544,0.247752632
8642,12.06131,2.28479,109.8617,110.0951,6.104279,0.465321064,0.190752317,0.248660819
8642.5,12.00108,2.184335,114.3788,109.5596,7.088176,0.462630963,0.188870159,0.307406433
8643,12.29651,2.082483,118.0573,113.5035,8.708635,0.482443264,0.203041271,0.366969006
8643.5,12.52192,2.040857,119.96,117.2836,12.02931,0.501432711,0.21731661,0.391311696
8644,12.51751,2.06493,119.6918,116.2631,16.60511,0.496306198,0.213393986,0.377233918
8644.5,12.35328,2.072918,119.0769,105.3272,21.8809,0.441369374,0.174442444,0.372562573
8645,12.12538,2.066312,116.4976,107.2647,29.63545,0.451102464,0.180949578,0.376425731
8645.5,11.96385,2.072681,119.356,86.11949,42.86932,0.344878863,0.118005508,0.37270117
8646,11.96577,1.994011,119.4005,57.67804,59.93477,0.202002379,0.056338317,0.418707018
8646.5,11.90072,1.931498,119.4033,44.32529,69.8112,0.134924436,0.034316315,0.455264327
8647,11.90102,1.947884,119.8961,41.29313,58.2268,0.119692289,0.02982171,0.445681871
8647.5,11.93325,1.974602,117.7129,41.20998,41.4487,0.119274582,0.029700912,0.43005731
8648,11.90073,1.982758,119.2238,43.04106,32.24944,0.128473068,0.032391231,0.425287719
8648.5,11.90073,1.957357,119.8145,38.51508,27.94698,0.105736671,0.025855094,0.440142105
8649,11.90073,1.912647,121.75,43.8503,22.62615,0.132538309,0.033600582,0.466288304
8649.5,11.86817,1.916476,122.35,46.10188,18.98771,0.14384919,0.037032513,0.464049123
8650,11.90073,1.887184,121.6,47.1969,19.56592,0.149350056,0.038737905,0.481178947
8650.5,11.90073,1.911821,120.9,52.44437,20.65412,0.17571088,0.04725272,0.466771345
8651,11.90073,1.996646,120.6,33.27784,22.16097,0.079427237,0.018752484,0.417166082
8651.5,11.96585,2.108044,116.0408,30.40182,28.53874,0.064979464,0.015051204,0.352021053
8652,11.96585,2.18259,110.4909,25.74343,31.79951,0.041577901,0.009339606,0.308426901
8652.5,11.99842,2.225574,105.9919,25.44683,30.08198,0.040087922,0.008987425,0.283290058
8653,11.99835,2.206861,102.3458,30.06746,29.42143,0.063299796,0.014629733,0.294233333
8653.5,11.96588,2.182774,102.001,28.4259,30.84293,0.05505337,0.012586628,0.308319298
8654,11.93323,2.151428,103.1026,27.5945,32.23405,0.050876807,0.011568225,0.326650292
8654.5,11.96589,2.125497,104.802,28.54549,33.00575,0.055654134,0.012734016,0.34181462
8655,11.96598,2.123994,105.5509,30.01479,33.59526,0.063035207,0.014563506,0.342693567
8655.5,12.03111,2.148052,105.9006,30.31065,33.14589,0.064521469,0.014936102,0.328624561
8656,12.09623,2.155153,106.2004,28.96377,31.68467,0.057755376,0.013251313,0.32447193
8656.5,12.12863,2.136223,106.2498,30.67846,31.39176,0.066369173,0.015401293,0.335542105
8657,12.03076,2.143302,105.9998,26.23933,30.78703,0.04406907,0.009931448,0.331402339
8657.5,11.99867,2.133945,106.3497,25.29039,30.13838,0.039302041,0.00880221,0.336874269
8658,12.0638,2.116088,106.1995,24.62454,29.37036,0.035957123,0.008018051,0.347316959
8658.5,12.12892,2.116158,106.0999,26.46687,26.39436,0.045212124,0.010204279,0.347276023
8659,12.1613,2.150192,106.2999,26.22271,23.32916,0.043985578,0.009911552,0.327373099
8659.5,12.16101,2.155713,105.4996,27.37786,19.63348,0.049788509,0.011304644,0.324144444
8660,12.03055,2.178216,105.5507,27.44673,15.80889,0.05013448,0.011388357,0.310984795
8660.5,11.93304,2.131348,105.901,25.97804,13.3621,0.042756471,0.009619135,0.338392982
8661,11.90067,2.143681,106.0993,29.46746,11.52735,0.060285678,0.013877951,0.331180702
8661.5,11.90079,2.140307,105.6975,29.02819,8.882682,0.058078992,0.013331231,0.333153801
8662,11.9331,2.133934,105.2458,28.07056,5.457309,0.053268309,0.012150028,0.336880702
8662.5,11.90054,2.150932,103.2849,31.97377,3.27911,0.072876202,0.017057214,0.326940351
8663,11.86798,2.19481,97.18481,33.11745,2.651423,0.078621513,0.018542441,0.301280702
8663.5,11.86826,2.284673,94.8856,42.6383,2.444987,0.126449791,0.031794018,0.24872924
8664,11.90092,2.238257,92.2905,41.5323,2.32958,0.120893766,0.030169891,0.275873099
8664.5,11.96605,2.196464,92.70657,35.48144,2.276732,0.090497088,0.021682659,0.30031345
8665,11.99852,2.211824,96.00182,32.91246,2.245886,0.07759174,0.01827462,0.291330994
8665.5,11.99841,2.231479,95.75021,27.46789,2.178571,0.050240778,0.011414092,0.279836842
8666,11.93329,2.211358,96.00348,25.72266,2.141747,0.041473562,0.0093149,0.291603509
8666.5,11.93329,2.201645,97.15614,27.98843,2.122094,0.052855726,0.0120494,0.297283626
8667,11.93329,2.183795,97.85567,27.37087,2.102351,0.049753395,0.011296152,0.307722222
8667.5,11.93316,2.190526,98.6051,24.80482,2.038302,0.036862765,0.0082297,0.303785965
8668,11.90047,2.161354,98.95512,26.66805,1.977682,0.046222757,0.01044617,0.320845614
8668.5,11.86791,2.176201,100.1012,25.50948,1.931952,0.040402646,0.009061703,0.312163158
8669,11.83537,2.17849,100.0501,25.0956,1.890851,0.038323507,0.008572113,0.310824561
8669.5,11.90047,2.176977,100.1006,28.03354,2.003295,0.053082338,0.012104657,0.311709357
8670,11.86797,2.181224,100.1973,28.45147,2.270928,0.055181822,0.012618122,0.309225731
8670.5,11.99819,2.222052,98.94096,36.02141,2.545293,0.093209644,0.022413448,0.285349708
8671,11.96605,2.251422,97.88712,48.00229,2.791877,0.153395957,0.04000767,0.268174269
8671.5,12.03118,2.269829,96.28146,47.9433,2.830465,0.153099619,0.03991422,0.257409942
8672,12.03073,2.266853,93.78871,31.39682,2.633327,0.069977876,0.016316229,0.259150292
8672.5,11.9333,2.279357,93.14517,29.12,2.437633,0.058540202,0.013445243,0.251838012
8673,11.96597,2.228666,92.80023,27.28831,2.335709,0.049338652,0.011195905,0.281481871
8673.5,11.96574,2.234533,93.36244,27.72231,2.281256,0.051518864,0.011724074,0.278050877
8674,11.9333,2.217824,94.86491,26.64969,2.227064,0.046130525,0.010424069,0.287822222
8674.5,11.96585,2.209958,96.4135,25.52578,2.180827,0.04048453,0.009081038,0.292422222
8675,11.96585,2.200924,96.8083,26.115,2.17396,0.043444494,0.009782709,0.297705263
8675.5,11.96585,2.204197,98.00423,25.02456,2.150253,0.037966636,0.00848834,0.295791228
8676,11.96584,2.199188,97.80461,26.25858,2.153377,0.044165772,0.009954499,0.298720468
8676.5,11.9333,2.1909,98.30615,25.29226,2.167305,0.039311435,0.008804422,0.303567251
8677,11.96585,2.199382,98.85501,25.69947,2.156802,0.041357066,0.009287323,0.298607018
8677.5,11.96585,2.201546,99.05014,26.8276,2.117564,0.047024262,0.010638453,0.29734152
8678,11.96585,2.200226,98.6989,29.43598,2.126094,0.060127537,0.013838667,0.29811345
8678.5,11.96584,2.176213,98.69934,29.9632,2.140698,0.062776043,0.014498681,0.31215614
8679,11.93329,2.173632,98.60088,32.40634,2.297276,0.075049231,0.017616394,0.313665497
8679.5,11.93329,2.180826,99.14911,34.69416,2.441437,0.086542163,0.020626231,0.30945848
8680,11.93329,2.243461,98.29526,39.05808,2.416533,0.108464447,0.02661929,0.272829825
8680.5,11.93329,2.26622,98.29572,39.4138,2.359197,0.110251418,0.027122822,0.259520468
8681,11.93329,2.246376,97.69867,36.12312,2.214312,0.093720587,0.022551671,0.271125146
8681.5,11.93331,2.211801,98.50035,30.66985,2.1299,0.066325921,0.015390379,0.291344444
8682,11.96585,2.215919,98.23489,31.02248,2.314612,0.068097368,0.015838396,0.288936257
8682.5,11.96585,2.220908,96.88118,31.96532,2.573202,0.072833753,0.017046322,0.286018713
8683,11.96587,2.264309,95.48027,39.05254,2.781065,0.108436617,0.026611466,0.260638012
8683.5,11.99842,2.265423,93.98761,36.85825,2.738733,0.097413535,0.02355611,0.25998655
8684,11.99799,2.260444,94.00244,41.20252,2.519773,0.119237107,0.029690081,0.262898246
8684.5,11.90081,2.186487,94.3683,40.73724,2.303124,0.116899758,0.029016585,0.306147953
8685,12.06398,2.166636,95.71236,49.69376,2.183821,0.161893107,0.042717696,0.317756725
8685.5,12.06329,2.199794,97.06842,33.6412,2.166005,0.081252587,0.019229942,0.298366082
8686,12.03021,2.198235,98.10646,34.61224,2.148436,0.086130636,0.02051692,0.299277778
8686.5,11.96463,2.176441,98.10083,33.98515,2.150363,0.08298043,0.01968396,0.312022807
8687,11.86755,2.191987,98.2041,28.99845,2.100149,0.057929592,0.013294328,0.302931579
8687.5,11.86838,2.189836,98.60577,30.50988,1.99956,0.065522306,0.015187806,0.304189474
8688,11.90022,2.174564,98.95816,29.17519,1.957442,0.058817451,0.013513844,0.313120468
8688.5,11.86766,2.141112,100.5141,30.22707,1.936506,0.064101602,0.0148307,0.332683041
8689,11.83536,2.162898,101.1506,29.79699,1.94645,0.061941082,0.014290122,0.31994269
8689.5,11.8356,2.183357,100.4903,31.97241,2.081014,0.07286937,0.017055461,0.307978363
8690,11.8356,2.214208,100.3399,31.89548,2.190867,0.07248291,0.016956342,0.289936842
8690.5,11.8356,2.186059,99.69113,36.61935,2.235652,0.096213414,0.023228647,0.306398246
8691,11.83563,2.152696,99.20158,38.74603,2.228406,0.106896855,0.02617947,0.325908772
8691.5,11.86843,2.160358,99.30174,34.70066,2.194966,0.086574816,0.02063491,0.32142807
8692,11.86875,2.197235,99.40175,34.12236,2.142542,0.083669709,0.01986564,0.299862573
8692.5,11.9007,2.165848,99.39699,32.97054,2.086502,0.077883506,0.01835043,0.318217544
8693,11.86817,2.167905,98.69125,34.15682,2.048722,0.08384282,0.019911319,0.31701462
8693.5,11.86817,2.172931,98.44496,33.48907,2.06406,0.080488357,0.01902977,0.314075439
8694,11.86817,2.180131,97.64542,29.16192,2.090067,0.058750789,0.013497345,0.309864912
8694.5,11.86817,2.158923,97.40009,27.33748,2.100999,0.049585659,0.011255596,0.322267251
8695,11.86817,2.188835,98.05145,26.62838,2.105815,0.046023474,0.010398423,0.304774854
8695.5,11.86825,2.189637,97.9967,28.59733,2.082691,0.055914554,0.012797977,0.304305848
8696,11.93319,2.220898,97.70596,26.93608,2.051775,0.047569214,0.010769415,0.286024561
8696.5,11.83516,2.209707,98.31274,26.43139,2.029011,0.045033889,0.010161684,0.292569006
8697,11.83624,2.184399,99.01118,27.38884,2.027297,0.049843668,0.011317986,0.307369006
8697.5,11.8688,2.19461,99.10863,28.43397,2.043027,0.05509391,0.012596567,0.301397661
8698,11.90103,2.181601,99.68935,28.71671,2.023676,0.056514263,0.012945431,0.309005263
8698.5,11.90073,2.183229,99.14934,26.98026,2.082776,0.047791154,0.010822803,0.308053216
8699,11.90069,2.20536,98.58972,26.29184,2.290218,0.044332855,0.009994339,0.295111111
8699.5,11.86828,2.203145,98.38376,38.9416,2.543169,0.107879307,0.02645491,0.296406433
8700,11.9018,2.27456,97.37987,38.92086,2.928926,0.107775119,0.026425667,0.254643275
8700.5,11.99905,2.303856,96.32646,54.16589,3.273078,0.184358987,0.050173912,0.237511111
8701,11.99785,2.301526,95.18866,55.47284,3.262861,0.19092449,0.052435304,0.238873684
8701.5,11.93302,2.270537,95.5042,54.15958,3.079916,0.184327289,0.050163086,0.256995906
8702,11.99813,2.271658,95.60742,54.73952,3.004697,0.187240635,0.051161767,0.256340351
8702.5,11.96485,2.291057,96.29698,67.63805,3.064916,0.25203679,0.075416144,0.244995906
8703,11.90016,2.28975,95.4897,68.35313,3.091197,0.255629016,0.076882341,0.245760234
8703.5,11.90185,2.278824,95.19434,69.43523,3.128139,0.261064978,0.07912692,0.252149708
8704,11.96585,2.290443,95.40001,71.7877,3.219797,0.272882682,0.084115919,0.245354971
8704.5,12.03098,2.29634,95.09999,65.45738,3.261763,0.241082129,0.071027411,0.241906433
8705,12.03098,2.284804,94.8,52.69299,3.180866,0.17695983,0.047670603,0.248652632
8705.5,12.16123,2.312968,94.79999,50.68162,2.980586,0.166855652,0.044327951,0.232182456
8706,12.16123,2.270697,94.3,41.28675,2.69156,0.119660239,0.029812437,0.256902339
8706.5,11.96585,2.257857,95.10161,42.1144,2.441434,0.123817963,0.031021802,0.264411111
8707,11.96579,2.21081,96.40163,38.93278,2.269789,0.107834999,0.026442473,0.291923977
8707.5,11.93329,2.179239,97.20227,33.74943,2.13718,0.081796284,0.01937259,0.31038655
8708,11.90067,2.202105,99.05115,29.52379,2.119951,0.060568654,0.013948283,0.29701462
8708.5,11.90073,2.165642,99.40054,30.50097,2.055169,0.065477547,0.015176536,0.318338012
8709,11.93329,2.161124,99.60066,25.381,1.9732,0.039757223,0.008909441,0.320980117
8709.5,11.93329,2.175848,100.2001,22.75386,1.947274,0.026559706,0.005850645,0.312369591
8710,11.93329,2.153265,100.0999,22.97643,1.918462,0.027677793,0.006105789,0.325576023
8710.5,11.93329,2.177434,100.1001,22.84042,1.899599,0.026994542,0.005949787,0.311442105
8711,11.90067,2.178239,100.2,21.73547,1.894533,0.021443793,0.004692495,0.310971345
8711.5,11.93316,2.17309,100.0505,19.70679,1.877539,0.011252657,0.002430201,0.313982456
8712,11.9006,2.153357,100.3012,21.81245,1.847947,0.021830504,0.004779509,0.325522222
8712.5,11.86804,2.134672,100.7513,22.68181,1.848766,0.02619776,0.005768207,0.336449123
8713,11.83548,2.149873,100.9017,21.96259,1.862188,0.022584737,0.004949469,0.327559649
8713.5,11.86817,2.141534,101.4518,22.81616,1.857183,0.026872672,0.005921989,0.332436257
8714,11.86817,2.137522,101.8505,21.07357,1.858718,0.018118718,0.003947864,0.334782456
8714.5,11.86817,2.154762,101.2992,21.15039,1.858308,0.018504626,0.004033961,0.324700585
8715,11.86817,2.160608,101.1998,22.46663,1.865271,0.025116797,0.005522456,0.321281871
8715.5,11.90073,2.145517,101.1991,22.8614,1.890077,0.027099936,0.005973833,0.330107018
