2019-04-19 01:39:01,looking for my keys,312,277,Ned Yost with the samsung spot 👑 #Yosted,"[[[-111.960775, 33.4358637], [-111.756022, 33.4358637], [-111.756022, 33.842816], [-111.960775, 33.842816]]]","Scottsdale, AZ",United States,US,city

2019-04-19 01:18:09,,132,444,Gaming On The Samsung Galaxy Fold https://t.co/pHb9BytzO7 via @YouTube @RerezTV,"[[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]","Queens, NY",United States,US,city

2019-04-19 00:56:44,,0,6,@TMobile I like the t mobile is the best Internet and u only get a free phone only if u buy it it's a Samsung Galax… https://t.co/1IhQo1Mg5e,"[[[-117.923259, 34.003576], [-117.88006, 34.003576], [-117.88006, 34.026435], [-117.923259, 34.026435]]]","South San Jose Hills, CA",United States,US,city

2019-04-19 00:53:58,,1417,290,"Watch ""How To Put Pics On Your Samsung Gear S3!"" on YouTube
https://t.co/oS7dFXnIUk https://t.co/Ar7PpTrwRe","[[[-97.129669, 32.8785707], [-97.029639, 32.8785707], [-97.029639, 32.985097], [-97.129669, 32.985097]]]","Grapevine, TX",United States,US,city

2019-04-19 00:52:50,"Waterloo, Ontario",1313,2076,@DrWarsh @DocSchmadia @cpso_ca I have no idea. Darn you Samsung! *shakes fist to the sky*,"[[[-80.574116, 43.353845], [-80.3786908, 43.353845], [-80.3786908, 43.506635], [-80.574116, 43.506635]]]","Kitchener, Ontario",Canada,CA,city

2019-04-19 00:51:25,phuket,96,307,"From #incheonairport✈ ❄ 
To #suvarnabhumiairport♨️🇹🇭
To #phuketairport🌅
#hanriver⛵️ #koreaairline🛬💺 #koreakingdom🚅🚉… https://t.co/2T4BLNbbUz","[[[100.7354437, 13.6467112], [100.7825042, 13.6467112], [100.7825042, 13.7165866], [100.7354437, 13.7165866]]]","Nong Prue, Thailand",Thailand,TH,city

2019-04-19 00:45:09,#IUP,758,888,"Boy trying to flirt: ""you know, I thought you were cute until I saw you had a samsung...bummer"" 

Me: ""it's going t… https://t.co/D6nNZFnn2V","[[[-75.563587, 38.788657], [-73.88506, 38.788657], [-73.88506, 41.357424], [-75.563587, 41.357424]]]","New Jersey, USA",United States,US,admin

2019-04-19 00:28:51,World (Indonesia),2383,2389,"•
Man In Blue 🕵
•
•
📸 Samsung J2 Prime
•
•
#photography #photooftheday #picture #pictart #likeme #likers #likes… https://t.co/VhwLMYITzU","[[[106.772307, -6.185643], [106.811502, -6.185643], [106.811502, -6.138046], [106.772307, -6.138046]]]","Grogol Petamburan, Indonesia",Indonesia,ID,city

2019-04-19 00:21:40,Oz,702,2653,This week a question was answered that for the life of me I can’t imagine anyone asking: “Why can’t I fold my phone… https://t.co/6qnoDxjZk8,"[[[-93.329515, 44.889964], [-93.194578, 44.889964], [-93.194578, 45.051257], [-93.329515, 45.051257]]]","Minneapolis, MN",United States,US,city

2019-04-19 00:20:18,"Brooklyn, NY",1278,1990,@orl3on @SamsungMobileUS @Samsung837 @Samsung Thank you 😎😊🙏,"[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]]","Brooklyn, NY",United States,US,city

2019-04-19 00:07:24,NY made | NJ raised,1332,255,"Hoemantic.
#throwbackthursday #didntmakethecut #hopeless #pink #leo #lion #tattoos #samsung #simplestatment… https://t.co/TODPaaHBsV","[[[-75.563587, 38.788657], [-73.88506, 38.788657], [-73.88506, 41.357424], [-75.563587, 41.357424]]]","New Jersey, USA",United States,US,admin

2019-04-18 23:50:29,"Los Angeles, CA",275,506,"Ultra Wide, Wide &amp; Telephoto.
Shot last week during NAB with the Samsung Galaxy S10 Plus in the native camera app.… https://t.co/HHST8qhYSR","[[[-115.2092535, 35.984784], [-115.0610763, 35.984784], [-115.0610763, 36.137145], [-115.2092535, 36.137145]]]","Paradise, NV",United States,US,city

